Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price,Date,Expiry,Strike Price,Settle Price
29-Mar-2016,28-Dec-2017,9000,951.8,29-Mar-2016,28-Dec-2017,10000,1526.2,29-Mar-2016,28-Dec-2017,11000,2204.35,30-Sep-2016,28-Sep-2017,9000,414.4,30-Sep-2016,28-Sep-2017,10000,978.8,30-Sep-2016,28-Sep-2017,11000,1745.9,29-Mar-2016,29-Jun-2017,9000,1025.2,29-Mar-2016,29-Jun-2017,10000,1687.7,29-Mar-2016,29-Jun-2017,11000,2456.8,01-Apr-2016,30-Mar-2017,9000,996.5,01-Apr-2016,30-Mar-2017,10000,1699.1,15-Jul-2016,30-Mar-2017,11000,1958.1
30-Mar-2016,28-Dec-2017,9000,928.8,30-Mar-2016,28-Dec-2017,10000,1481.55,30-Mar-2016,28-Dec-2017,11000,2137.75,03-Oct-2016,28-Sep-2017,9000,400.3,03-Oct-2016,28-Sep-2017,10000,931.7,03-Oct-2016,28-Sep-2017,11000,1665.35,30-Mar-2016,29-Jun-2017,9000,984.55,30-Mar-2016,29-Jun-2017,10000,1619.7,30-Mar-2016,29-Jun-2017,11000,2365.15,04-Apr-2016,30-Mar-2017,9000,994.45,04-Apr-2016,30-Mar-2017,10000,1707.8,18-Jul-2016,30-Mar-2017,11000,1989.7
31-Mar-2016,28-Dec-2017,9000,909.8,31-Mar-2016,28-Dec-2017,10000,1466.65,31-Mar-2016,28-Dec-2017,11000,2129.75,04-Oct-2016,28-Sep-2017,9000,376.35,04-Oct-2016,28-Sep-2017,10000,900.75,04-Oct-2016,28-Sep-2017,11000,1633.7,31-Mar-2016,29-Jun-2017,9000,967.8,31-Mar-2016,29-Jun-2017,10000,1608.65,31-Mar-2016,29-Jun-2017,11000,2361.7,05-Apr-2016,30-Mar-2017,9000,1151.6,05-Apr-2016,30-Mar-2017,10000,1886.5,19-Jul-2016,30-Mar-2017,11000,1968.15
01-Apr-2016,28-Dec-2017,9000,897.9,01-Apr-2016,28-Dec-2017,10000,1459.75,01-Apr-2016,28-Dec-2017,11000,2129.8,05-Oct-2016,28-Sep-2017,9000,377.25,05-Oct-2016,28-Sep-2017,10000,913.25,05-Oct-2016,28-Sep-2017,11000,1660,01-Apr-2016,29-Jun-2017,9000,961.65,01-Apr-2016,29-Jun-2017,10000,1610.15,01-Apr-2016,29-Jun-2017,11000,2371.3,06-Apr-2016,30-Mar-2017,9000,1126.75,06-Apr-2016,30-Mar-2017,10000,1865.4,20-Jul-2016,30-Mar-2017,11000,1933.7
04-Apr-2016,28-Dec-2017,9000,912.35,04-Apr-2016,28-Dec-2017,10000,1489.7,04-Apr-2016,28-Dec-2017,11000,2176.85,06-Oct-2016,28-Sep-2017,9000,379.15,06-Oct-2016,28-Sep-2017,10000,926.1,06-Oct-2016,28-Sep-2017,11000,1684.9,04-Apr-2016,29-Jun-2017,9000,965.85,04-Apr-2016,29-Jun-2017,10000,1626.85,04-Apr-2016,29-Jun-2017,11000,2401.8,07-Apr-2016,30-Mar-2017,9000,1165.05,07-Apr-2016,30-Mar-2017,10000,1917.05,21-Jul-2016,30-Mar-2017,11000,1989.6
05-Apr-2016,28-Dec-2017,9000,1073.3,05-Apr-2016,28-Dec-2017,10000,1678.8,05-Apr-2016,28-Dec-2017,11000,2382.45,07-Oct-2016,28-Sep-2017,9000,370.05,07-Oct-2016,28-Sep-2017,10000,922.2,07-Oct-2016,28-Sep-2017,11000,1689.85,05-Apr-2016,29-Jun-2017,9000,1124.35,05-Apr-2016,29-Jun-2017,10000,1809.55,05-Apr-2016,29-Jun-2017,11000,2596.1,08-Apr-2016,30-Mar-2017,9000,1142.45,08-Apr-2016,30-Mar-2017,10000,1898.7,22-Jul-2016,30-Mar-2017,11000,1958.15
06-Apr-2016,28-Dec-2017,9000,1042.4,06-Apr-2016,28-Dec-2017,10000,1648.9,06-Apr-2016,28-Dec-2017,11000,2356.05,10-Oct-2016,28-Sep-2017,9000,352,10-Oct-2016,28-Sep-2017,10000,903.85,10-Oct-2016,28-Sep-2017,11000,1677.2,06-Apr-2016,29-Jun-2017,9000,1097.1,06-Apr-2016,29-Jun-2017,10000,1784.75,06-Apr-2016,29-Jun-2017,11000,2576.2,11-Apr-2016,30-Mar-2017,9000,1085.35,11-Apr-2016,30-Mar-2017,10000,1818.95,25-Jul-2016,30-Mar-2017,11000,1876.5
07-Apr-2016,28-Dec-2017,9000,1068.85,07-Apr-2016,28-Dec-2017,10000,1686.5,07-Apr-2016,28-Dec-2017,11000,2403.3,13-Oct-2016,28-Sep-2017,9000,454.05,13-Oct-2016,28-Sep-2017,10000,1042.35,13-Oct-2016,28-Sep-2017,11000,1825.2,07-Apr-2016,29-Jun-2017,9000,1130.7,07-Apr-2016,29-Jun-2017,10000,1831.1,07-Apr-2016,29-Jun-2017,11000,2632.2,12-Apr-2016,30-Mar-2017,9000,1046.85,12-Apr-2016,30-Mar-2017,10000,1778.25,26-Jul-2016,30-Mar-2017,11000,1921.4
08-Apr-2016,28-Dec-2017,9000,1039.75,08-Apr-2016,28-Dec-2017,10000,1658.75,08-Apr-2016,28-Dec-2017,11000,2379.4,14-Oct-2016,28-Sep-2017,9000,435,14-Oct-2016,28-Sep-2017,10000,1023.2,14-Oct-2016,28-Sep-2017,11000,1810.75,08-Apr-2016,29-Jun-2017,9000,1105.5,08-Apr-2016,29-Jun-2017,10000,1809.15,08-Apr-2016,29-Jun-2017,11000,2615.05,13-Apr-2016,30-Mar-2017,9000,993.25,13-Apr-2016,30-Mar-2017,10000,1692.25,27-Jul-2016,30-Mar-2017,11000,1896.75
11-Apr-2016,28-Dec-2017,9000,1005.5,11-Apr-2016,28-Dec-2017,10000,1605.45,11-Apr-2016,28-Dec-2017,11000,2309.6,17-Oct-2016,28-Sep-2017,9000,461.2,17-Oct-2016,28-Sep-2017,10000,1069.25,17-Oct-2016,28-Sep-2017,11000,1870.65,11-Apr-2016,29-Jun-2017,9000,1057.45,11-Apr-2016,29-Jun-2017,10000,1739.75,11-Apr-2016,29-Jun-2017,11000,2528.7,18-Apr-2016,30-Mar-2017,9000,946.5,18-Apr-2016,30-Mar-2017,10000,1638.45,28-Jul-2016,30-Mar-2017,11000,1850
12-Apr-2016,28-Dec-2017,9000,965.85,12-Apr-2016,28-Dec-2017,10000,1561.65,12-Apr-2016,28-Dec-2017,11000,2264.8,18-Oct-2016,28-Sep-2017,9000,453.85,18-Oct-2016,28-Sep-2017,10000,1013.2,18-Oct-2016,28-Sep-2017,11000,1765.45,12-Apr-2016,29-Jun-2017,9000,1018.55,12-Apr-2016,29-Jun-2017,10000,1697.85,12-Apr-2016,29-Jun-2017,11000,2487,20-Apr-2016,30-Mar-2017,9000,927.75,20-Apr-2016,30-Mar-2017,10000,1625.2,29-Jul-2016,30-Mar-2017,11000,1876.3
13-Apr-2016,28-Dec-2017,9000,942.25,13-Apr-2016,28-Dec-2017,10000,1514.2,13-Apr-2016,28-Dec-2017,11000,2193.45,19-Oct-2016,28-Sep-2017,9000,445,19-Oct-2016,28-Sep-2017,10000,1010,19-Oct-2016,28-Sep-2017,11000,1770.95,13-Apr-2016,29-Jun-2017,9000,976.9,13-Apr-2016,29-Jun-2017,10000,1626.45,13-Apr-2016,29-Jun-2017,11000,2390.1,21-Apr-2016,30-Mar-2017,9000,909.1,21-Apr-2016,30-Mar-2017,10000,1611.3,01-Aug-2016,30-Mar-2017,11000,1881.35
18-Apr-2016,28-Dec-2017,9000,899.55,18-Apr-2016,28-Dec-2017,10000,1463.55,18-Apr-2016,28-Dec-2017,11000,2138.15,20-Oct-2016,28-Sep-2017,9000,417.35,20-Oct-2016,28-Sep-2017,10000,973.35,20-Oct-2016,28-Sep-2017,11000,1731.7,18-Apr-2016,29-Jun-2017,9000,931.8,18-Apr-2016,29-Jun-2017,10000,1573.8,18-Apr-2016,29-Jun-2017,11000,2334.15,22-Apr-2016,30-Mar-2017,9000,899.3,22-Apr-2016,30-Mar-2017,10000,1608.85,02-Aug-2016,30-Mar-2017,11000,1895.95
20-Apr-2016,28-Dec-2017,9000,874.15,20-Apr-2016,28-Dec-2017,10000,1440,20-Apr-2016,28-Dec-2017,11000,2119.5,21-Oct-2016,28-Sep-2017,9000,403.55,21-Oct-2016,28-Sep-2017,10000,962.1,21-Oct-2016,28-Sep-2017,11000,1727.3,20-Apr-2016,29-Jun-2017,9000,910.35,20-Apr-2016,29-Jun-2017,10000,1556.5,20-Apr-2016,29-Jun-2017,11000,2323.25,25-Apr-2016,30-Mar-2017,9000,914.85,25-Apr-2016,30-Mar-2017,10000,1638.15,03-Aug-2016,30-Mar-2017,11000,1976.65
21-Apr-2016,28-Dec-2017,9000,847.65,21-Apr-2016,28-Dec-2017,10000,1414.3,21-Apr-2016,28-Dec-2017,11000,2097.3,24-Oct-2016,28-Sep-2017,9000,382.3,24-Oct-2016,28-Sep-2017,10000,938.8,24-Oct-2016,28-Sep-2017,11000,1708.2,21-Apr-2016,29-Jun-2017,9000,888.55,21-Apr-2016,29-Jun-2017,10000,1538.05,21-Apr-2016,29-Jun-2017,11000,2310.2,26-Apr-2016,30-Mar-2017,9000,862.4,26-Apr-2016,30-Mar-2017,10000,1560.35,04-Aug-2016,30-Mar-2017,11000,1970.25
22-Apr-2016,28-Dec-2017,9000,829.7,22-Apr-2016,28-Dec-2017,10000,1399.85,22-Apr-2016,28-Dec-2017,11000,2088.85,25-Oct-2016,28-Sep-2017,9000,375.4,25-Oct-2016,28-Sep-2017,10000,938.5,25-Oct-2016,28-Sep-2017,11000,1717.25,22-Apr-2016,29-Jun-2017,9000,875.45,22-Apr-2016,29-Jun-2017,10000,1530.95,22-Apr-2016,29-Jun-2017,11000,2310.4,27-Apr-2016,30-Mar-2017,9000,835.1,27-Apr-2016,30-Mar-2017,10000,1534.15,05-Aug-2016,30-Mar-2017,11000,1853.2
25-Apr-2016,28-Dec-2017,9000,834.55,25-Apr-2016,28-Dec-2017,10000,1414.2,25-Apr-2016,28-Dec-2017,11000,2113.35,26-Oct-2016,28-Sep-2017,9000,411.05,26-Oct-2016,28-Sep-2017,10000,996.9,26-Oct-2016,28-Sep-2017,11000,1788.65,25-Apr-2016,29-Jun-2017,9000,886.7,25-Apr-2016,29-Jun-2017,10000,1554.55,25-Apr-2016,29-Jun-2017,11000,2344.85,28-Apr-2016,30-Mar-2017,9000,944.85,28-Apr-2016,30-Mar-2017,10000,1663,08-Aug-2016,30-Mar-2017,11000,1828.45
26-Apr-2016,28-Dec-2017,9000,800.5,26-Apr-2016,28-Dec-2017,10000,1359.8,26-Apr-2016,28-Dec-2017,11000,2039.95,27-Oct-2016,28-Sep-2017,9000,396.5,27-Oct-2016,28-Sep-2017,10000,984.85,27-Oct-2016,28-Sep-2017,11000,1783.1,26-Apr-2016,29-Jun-2017,9000,841.7,26-Apr-2016,29-Jun-2017,10000,1485.6,26-Apr-2016,29-Jun-2017,11000,2257.2,29-Apr-2016,30-Mar-2017,9000,924.95,29-Apr-2016,30-Mar-2017,10000,1647.55,09-Aug-2016,30-Mar-2017,11000,1860.6
27-Apr-2016,28-Dec-2017,9000,768.95,27-Apr-2016,28-Dec-2017,10000,1326.3,27-Apr-2016,28-Dec-2017,11000,2008.1,28-Oct-2016,28-Sep-2017,9000,374.8,28-Oct-2016,28-Sep-2017,10000,958.65,28-Oct-2016,28-Sep-2017,11000,1758.5,27-Apr-2016,29-Jun-2017,9000,812.65,27-Apr-2016,29-Jun-2017,10000,1456.5,27-Apr-2016,29-Jun-2017,11000,2231.25,02-May-2016,30-Mar-2017,9000,941.25,02-May-2016,30-Mar-2017,10000,1677.4,10-Aug-2016,30-Mar-2017,11000,1965.65
28-Apr-2016,28-Dec-2017,9000,872.85,28-Apr-2016,28-Dec-2017,10000,1450.95,28-Apr-2016,28-Dec-2017,11000,2144,30-Oct-2016,28-Sep-2017,9000,366.85,30-Oct-2016,28-Sep-2017,10000,957.65,30-Oct-2016,28-Sep-2017,11000,1766.8,28-Apr-2016,29-Jun-2017,9000,920.1,28-Apr-2016,29-Jun-2017,10000,1583.9,28-Apr-2016,29-Jun-2017,11000,2367.2,03-May-2016,30-Mar-2017,9000,971.5,03-May-2016,30-Mar-2017,10000,1721.1,11-Aug-2016,30-Mar-2017,11000,1950.3
29-Apr-2016,28-Dec-2017,9000,845.75,29-Apr-2016,28-Dec-2017,10000,1424.6,29-Apr-2016,28-Dec-2017,11000,2121.45,01-Nov-2016,28-Sep-2017,9000,354.3,01-Nov-2016,28-Sep-2017,10000,949.05,01-Nov-2016,28-Sep-2017,11000,1765.75,29-Apr-2016,29-Jun-2017,9000,897.3,29-Apr-2016,29-Jun-2017,10000,1564.25,29-Apr-2016,29-Jun-2017,11000,2352.7,04-May-2016,30-Mar-2017,9000,986.25,04-May-2016,30-Mar-2017,10000,1747.45,12-Aug-2016,30-Mar-2017,11000,1876.8
02-May-2016,28-Dec-2017,9000,850.85,02-May-2016,28-Dec-2017,10000,1439.05,02-May-2016,28-Dec-2017,11000,2145.7,02-Nov-2016,28-Sep-2017,9000,435.4,02-Nov-2016,28-Sep-2017,10000,1059.1,02-Nov-2016,28-Sep-2017,11000,1882.55,02-May-2016,29-Jun-2017,9000,909.1,02-May-2016,29-Jun-2017,10000,1587.9,02-May-2016,29-Jun-2017,11000,2387.1,05-May-2016,30-Mar-2017,9000,957.15,05-May-2016,30-Mar-2017,10000,1719,16-Aug-2016,30-Mar-2017,11000,1910.25
03-May-2016,28-Dec-2017,9000,869.05,03-May-2016,28-Dec-2017,10000,1468.15,03-May-2016,28-Dec-2017,11000,2183.8,03-Nov-2016,28-Sep-2017,9000,437.7,03-Nov-2016,28-Sep-2017,10000,1072.75,03-Nov-2016,28-Sep-2017,11000,1905.95,03-May-2016,29-Jun-2017,9000,934.45,03-May-2016,29-Jun-2017,10000,1625.9,03-May-2016,29-Jun-2017,11000,2434.5,06-May-2016,30-Mar-2017,9000,945.75,06-May-2016,30-Mar-2017,10000,1714.5,17-Aug-2016,30-Mar-2017,11000,1928.05
04-May-2016,28-Dec-2017,9000,871.95,04-May-2016,28-Dec-2017,10000,1479.4,04-May-2016,28-Dec-2017,11000,2203.5,04-Nov-2016,28-Sep-2017,9000,458.2,04-Nov-2016,28-Sep-2017,10000,1109.75,04-Nov-2016,28-Sep-2017,11000,1953.05,04-May-2016,29-Jun-2017,9000,944.45,04-May-2016,29-Jun-2017,10000,1646.55,04-May-2016,29-Jun-2017,11000,2463.8,09-May-2016,30-Mar-2017,9000,896.75,09-May-2016,30-Mar-2017,10000,1630.05,18-Aug-2016,30-Mar-2017,11000,1880.95
05-May-2016,28-Dec-2017,9000,842.2,05-May-2016,28-Dec-2017,10000,1448.3,05-May-2016,28-Dec-2017,11000,2174.3,07-Nov-2016,28-Sep-2017,9000,429.7,07-Nov-2016,28-Sep-2017,10000,1064.75,07-Nov-2016,28-Sep-2017,11000,1899.95,05-May-2016,29-Jun-2017,9000,915,05-May-2016,29-Jun-2017,10000,1617.05,05-May-2016,29-Jun-2017,11000,2436.85,10-May-2016,30-Mar-2017,9000,868.9,10-May-2016,30-Mar-2017,10000,1603.15,19-Aug-2016,30-Mar-2017,11000,1887.1
06-May-2016,28-Dec-2017,9000,1001,06-May-2016,28-Dec-2017,10000,1433.85,06-May-2016,28-Dec-2017,11000,2166,08-Nov-2016,28-Sep-2017,9000,403.4,08-Nov-2016,28-Sep-2017,10000,1026.55,08-Nov-2016,28-Sep-2017,11000,1857.4,06-May-2016,29-Jun-2017,9000,900.75,06-May-2016,29-Jun-2017,10000,1608.8,06-May-2016,29-Jun-2017,11000,2435.1,11-May-2016,30-Mar-2017,9000,882.65,11-May-2016,30-Mar-2017,10000,1629.2,22-Aug-2016,30-Mar-2017,11000,1928.6
09-May-2016,28-Dec-2017,9000,810.6,09-May-2016,28-Dec-2017,10000,1393.65,09-May-2016,28-Dec-2017,11000,2099.5,09-Nov-2016,28-Sep-2017,9000,486.35,09-Nov-2016,28-Sep-2017,10000,1136.15,09-Nov-2016,28-Sep-2017,11000,1972.9,09-May-2016,29-Jun-2017,9000,866.2,09-May-2016,29-Jun-2017,10000,1541.05,09-May-2016,29-Jun-2017,11000,2341.15,12-May-2016,30-Mar-2017,9000,841.4,12-May-2016,30-Mar-2017,10000,1580.1,23-Aug-2016,30-Mar-2017,11000,1925.9
10-May-2016,28-Dec-2017,9000,779.65,10-May-2016,28-Dec-2017,10000,1360.8,10-May-2016,28-Dec-2017,11000,2068.35,10-Nov-2016,28-Sep-2017,9000,458.4,10-Nov-2016,28-Sep-2017,10000,1080.3,10-Nov-2016,28-Sep-2017,11000,1896.9,10-May-2016,29-Jun-2017,9000,837.05,10-May-2016,29-Jun-2017,10000,1511.85,10-May-2016,29-Jun-2017,11000,2314.8,13-May-2016,30-Mar-2017,9000,902.7,13-May-2016,30-Mar-2017,10000,1657.2,24-Aug-2016,30-Mar-2017,11000,1910.05
11-May-2016,28-Dec-2017,9000,782.7,11-May-2016,28-Dec-2017,10000,1372.6,11-May-2016,28-Dec-2017,11000,2089.3,11-Nov-2016,28-Sep-2017,9000,709.1,11-Nov-2016,28-Sep-2017,10000,1364.3,11-Nov-2016,28-Sep-2017,11000,2169.75,11-May-2016,29-Jun-2017,9000,846.45,11-May-2016,29-Jun-2017,10000,1532.45,11-May-2016,29-Jun-2017,11000,2344.75,16-May-2016,30-Mar-2017,9000,865.2,16-May-2016,30-Mar-2017,10000,1615.7,25-Aug-2016,30-Mar-2017,11000,1968.15
12-May-2016,28-Dec-2017,9000,745.15,12-May-2016,28-Dec-2017,10000,1326,12-May-2016,28-Dec-2017,11000,2037.55,15-Nov-2016,28-Sep-2017,9000,881.6,15-Nov-2016,28-Sep-2017,10000,1566.75,15-Nov-2016,28-Sep-2017,11000,2381.05,12-May-2016,29-Jun-2017,9000,806.65,12-May-2016,29-Jun-2017,10000,1484.2,12-May-2016,29-Jun-2017,11000,2292.85,17-May-2016,30-Mar-2017,9000,834.15,17-May-2016,30-Mar-2017,10000,1583.3,26-Aug-2016,30-Mar-2017,11000,1987.6
13-May-2016,28-Dec-2017,9000,796.15,13-May-2016,28-Dec-2017,10000,1392.65,13-May-2016,28-Dec-2017,11000,2114.05,16-Nov-2016,28-Sep-2017,9000,863.85,16-Nov-2016,28-Sep-2017,10000,1554.05,16-Nov-2016,28-Sep-2017,11000,2375.8,13-May-2016,29-Jun-2017,9000,863.8,13-May-2016,29-Jun-2017,10000,1557.3,13-May-2016,29-Jun-2017,11000,2374.6,18-May-2016,30-Mar-2017,9000,837.05,18-May-2016,30-Mar-2017,10000,1597.05,29-Aug-2016,30-Mar-2017,11000,1958.55
16-May-2016,28-Dec-2017,9000,761.2,16-May-2016,28-Dec-2017,10000,1351.6,16-May-2016,28-Dec-2017,11000,2070.75,17-Nov-2016,28-Sep-2017,9000,867.35,17-Nov-2016,28-Sep-2017,10000,1568.65,17-Nov-2016,28-Sep-2017,11000,2400.4,16-May-2016,29-Jun-2017,9000,827.3,16-May-2016,29-Jun-2017,10000,1515.8,16-May-2016,29-Jun-2017,11000,2332.35,19-May-2016,30-Mar-2017,9000,905.45,19-May-2016,30-Mar-2017,10000,1680.8,30-Aug-2016,30-Mar-2017,11000,1832.65
17-May-2016,28-Dec-2017,9000,729.1,17-May-2016,28-Dec-2017,10000,1315.25,17-May-2016,28-Dec-2017,11000,2034.7,18-Nov-2016,28-Sep-2017,9000,853,18-Nov-2016,28-Sep-2017,10000,1560.6,18-Nov-2016,28-Sep-2017,11000,2399.45,17-May-2016,29-Jun-2017,9000,795.75,17-May-2016,29-Jun-2017,10000,1481.95,17-May-2016,29-Jun-2017,11000,2299.65,20-May-2016,30-Mar-2017,9000,919,20-May-2016,30-Mar-2017,10000,1705.95,31-Aug-2016,30-Mar-2017,11000,1794.8
18-May-2016,28-Dec-2017,9000,723.65,18-May-2016,28-Dec-2017,10000,1317.85,18-May-2016,28-Dec-2017,11000,2046,21-Nov-2016,28-Sep-2017,9000,974.95,21-Nov-2016,28-Sep-2017,10000,1704.5,21-Nov-2016,28-Sep-2017,11000,2551.9,18-May-2016,29-Jun-2017,9000,795.25,18-May-2016,29-Jun-2017,10000,1491.4,18-May-2016,29-Jun-2017,11000,2317.95,23-May-2016,30-Mar-2017,9000,923.6,23-May-2016,30-Mar-2017,10000,1721.3,01-Sep-2016,30-Mar-2017,11000,1804.7
19-May-2016,28-Dec-2017,9000,782.7,19-May-2016,28-Dec-2017,10000,1393.6,19-May-2016,28-Dec-2017,11000,2131.85,22-Nov-2016,28-Sep-2017,9000,926.1,22-Nov-2016,28-Sep-2017,10000,1644.05,22-Nov-2016,28-Sep-2017,11000,2485.5,19-May-2016,29-Jun-2017,9000,859.95,19-May-2016,29-Jun-2017,10000,1572.3,19-May-2016,29-Jun-2017,11000,2406.6,24-May-2016,30-Mar-2017,9000,901.15,24-May-2016,30-Mar-2017,10000,1701.75,02-Sep-2016,30-Mar-2017,11000,1770.3
20-May-2016,28-Dec-2017,9000,785.2,20-May-2016,28-Dec-2017,10000,1405.15,20-May-2016,28-Dec-2017,11000,2152.25,23-Nov-2016,28-Sep-2017,9000,894.4,23-Nov-2016,28-Sep-2017,10000,1611.85,23-Nov-2016,28-Sep-2017,11000,2455.9,20-May-2016,29-Jun-2017,9000,869,20-May-2016,29-Jun-2017,10000,1592.45,20-May-2016,29-Jun-2017,11000,2435,25-May-2016,30-Mar-2017,9000,863.6,25-May-2016,30-Mar-2017,10000,1595.05,06-Sep-2016,30-Mar-2017,11000,1657.5
23-May-2016,28-Dec-2017,9000,779.55,23-May-2016,28-Dec-2017,10000,1407.7,23-May-2016,28-Dec-2017,11000,2163.7,24-Nov-2016,28-Sep-2017,9000,929.5,24-Nov-2016,28-Sep-2017,10000,1662.6,24-Nov-2016,28-Sep-2017,11000,2517.1,23-May-2016,29-Jun-2017,9000,869.15,23-May-2016,29-Jun-2017,10000,1603.05,23-May-2016,29-Jun-2017,11000,2454.05,26-May-2016,30-Mar-2017,9000,816.3,26-May-2016,30-Mar-2017,10000,1513.05,07-Sep-2016,30-Mar-2017,11000,1680.1
24-May-2016,28-Dec-2017,9000,753.8,24-May-2016,28-Dec-2017,10000,1382.2,24-May-2016,28-Dec-2017,11000,2141.5,25-Nov-2016,28-Sep-2017,9000,877.7,25-Nov-2016,28-Sep-2017,10000,1573.9,25-Nov-2016,28-Sep-2017,11000,2400.6,24-May-2016,29-Jun-2017,9000,845.3,24-May-2016,29-Jun-2017,10000,1581.35,24-May-2016,29-Jun-2017,11000,2435.85,27-May-2016,30-Mar-2017,9000,768,27-May-2016,30-Mar-2017,10000,1446.35,08-Sep-2016,30-Mar-2017,11000,1647.55
25-May-2016,28-Dec-2017,9000,788.45,25-May-2016,28-Dec-2017,10000,1367.85,25-May-2016,28-Dec-2017,11000,2072.95,28-Nov-2016,28-Sep-2017,9000,848.45,28-Nov-2016,28-Sep-2017,10000,1546.7,28-Nov-2016,28-Sep-2017,11000,2378.2,25-May-2016,29-Jun-2017,9000,837.4,25-May-2016,29-Jun-2017,10000,1509.2,25-May-2016,29-Jun-2017,11000,2310.25,30-May-2016,30-Mar-2017,9000,740.65,30-May-2016,30-Mar-2017,10000,1420.35,09-Sep-2016,30-Mar-2017,11000,1735
26-May-2016,28-Dec-2017,9000,772.6,26-May-2016,28-Dec-2017,10000,1328.25,26-May-2016,28-Dec-2017,11000,2009,29-Nov-2016,28-Sep-2017,9000,823.65,29-Nov-2016,28-Sep-2017,10000,1524,29-Nov-2016,28-Sep-2017,11000,2360.1,26-May-2016,29-Jun-2017,9000,802.9,26-May-2016,29-Jun-2017,10000,1443.85,26-May-2016,29-Jun-2017,11000,2218.35,31-May-2016,30-Mar-2017,9000,734.4,31-May-2016,30-Mar-2017,10000,1422.65,12-Sep-2016,30-Mar-2017,11000,1896.5
27-May-2016,28-Dec-2017,9000,735.15,27-May-2016,28-Dec-2017,10000,1275.65,27-May-2016,28-Dec-2017,11000,1943.6,30-Nov-2016,28-Sep-2017,9000,775.85,30-Nov-2016,28-Sep-2017,10000,1459.8,30-Nov-2016,28-Sep-2017,11000,2286.25,27-May-2016,29-Jun-2017,9000,759.05,27-May-2016,29-Jun-2017,10000,1382.55,27-May-2016,29-Jun-2017,11000,2144.7,01-Jun-2016,30-Mar-2017,9000,709.25,01-Jun-2016,30-Mar-2017,10000,1398.3,14-Sep-2016,30-Mar-2017,11000,1887.05
30-May-2016,28-Dec-2017,9000,705.1,30-May-2016,28-Dec-2017,10000,1243.9,30-May-2016,28-Dec-2017,11000,1914.2,01-Dec-2016,28-Sep-2017,9000,778.85,01-Dec-2016,28-Sep-2017,10000,1473.9,01-Dec-2016,28-Sep-2017,11000,2310.25,30-May-2016,29-Jun-2017,9000,730.6,30-May-2016,29-Jun-2017,10000,1354.2,30-May-2016,29-Jun-2017,11000,2120.35,02-Jun-2016,30-Mar-2017,9000,675,02-Jun-2016,30-Mar-2017,10000,1358.4,15-Sep-2016,30-Mar-2017,11000,1870.95
31-May-2016,28-Dec-2017,9000,690.6,31-May-2016,28-Dec-2017,10000,1233.25,31-May-2016,28-Dec-2017,11000,1910.1,02-Dec-2016,28-Sep-2017,9000,851.2,02-Dec-2016,28-Sep-2017,10000,1566.8,02-Dec-2016,28-Sep-2017,11000,2413.75,31-May-2016,29-Jun-2017,9000,720.9,31-May-2016,29-Jun-2017,10000,1351.4,31-May-2016,29-Jun-2017,11000,2125.9,03-Jun-2016,30-Mar-2017,9000,658.2,03-Jun-2016,30-Mar-2017,10000,1346.05,16-Sep-2016,30-Mar-2017,11000,1835.2
01-Jun-2016,28-Dec-2017,9000,662.95,01-Jun-2016,28-Dec-2017,10000,1203.8,01-Jun-2016,28-Dec-2017,11000,1882.8,05-Dec-2016,28-Sep-2017,9000,814.8,05-Dec-2016,28-Sep-2017,10000,1527.45,05-Dec-2016,28-Sep-2017,11000,2375.7,01-Jun-2016,29-Jun-2017,9000,694.75,01-Jun-2016,29-Jun-2017,10000,1325,01-Jun-2016,29-Jun-2017,11000,2102.95,06-Jun-2016,30-Mar-2017,9000,655.65,06-Jun-2016,30-Mar-2017,10000,1354.55,19-Sep-2016,30-Mar-2017,11000,1810.6
02-Jun-2016,28-Dec-2017,9000,629,02-Jun-2016,28-Dec-2017,10000,1162.65,02-Jun-2016,28-Dec-2017,11000,1838.65,06-Dec-2016,28-Sep-2017,9000,788.4,06-Dec-2016,28-Sep-2017,10000,1502.2,06-Dec-2016,28-Sep-2017,11000,2354.15,02-Jun-2016,29-Jun-2017,9000,660.6,02-Jun-2016,29-Jun-2017,10000,1284.55,02-Jun-2016,29-Jun-2017,11000,2061.05,07-Jun-2016,30-Mar-2017,9000,618.4,07-Jun-2016,30-Mar-2017,10000,1303.4,20-Sep-2016,30-Mar-2017,11000,1842.25
