Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry
02-Dec-2016,315.4,9000,28-Dec-2017,02-Dec-2016,89.9,10000,28-Dec-2017,02-Dec-2016,111.2,11000,28-Dec-2017,,,,,,,,,,,,,02-Dec-2016,258.7,9000,29-Jun-2017,02-Dec-2016,28,10000,29-Jun-2017,02-Dec-2016,19.3,11000,29-Jun-2017,07-Dec-2016,40,9000,30-Mar-2017,07-Dec-2016,11,10000,30-Mar-2017,21-Mar-2017,0.5,11000,30-Mar-2017
05-Dec-2016,327.55,9000,28-Dec-2017,05-Dec-2016,90,10000,28-Dec-2017,05-Dec-2016,106.5,11000,28-Dec-2017,,,,,,,,,,,,,05-Dec-2016,258.35,9000,29-Jun-2017,05-Dec-2016,75.25,10000,29-Jun-2017,05-Dec-2016,17.65,11000,29-Jun-2017,08-Dec-2016,49.5,9000,30-Mar-2017,08-Dec-2016,23.35,10000,30-Mar-2017,22-Mar-2017,0.45,11000,30-Mar-2017
06-Dec-2016,324.7,9000,28-Dec-2017,06-Dec-2016,85,10000,28-Dec-2017,06-Dec-2016,97.8,11000,28-Dec-2017,,,,,,,,,,,,,06-Dec-2016,249.6,9000,29-Jun-2017,06-Dec-2016,69.2,10000,29-Jun-2017,06-Dec-2016,15.15,11000,29-Jun-2017,09-Dec-2016,51.85,9000,30-Mar-2017,09-Dec-2016,20.5,10000,30-Mar-2017,23-Mar-2017,0.45,11000,30-Mar-2017
07-Dec-2016,314.1,9000,28-Dec-2017,07-Dec-2016,85,10000,28-Dec-2017,07-Dec-2016,84.65,11000,28-Dec-2017,,,,,,,,,,,,,07-Dec-2016,224.8,9000,29-Jun-2017,07-Dec-2016,58.35,10000,29-Jun-2017,07-Dec-2016,11.75,11000,29-Jun-2017,12-Dec-2016,39.8,9000,30-Mar-2017,12-Dec-2016,15.1,10000,30-Mar-2017,24-Mar-2017,0.4,11000,30-Mar-2017
08-Dec-2016,361.3,9000,28-Dec-2017,08-Dec-2016,97,10000,28-Dec-2017,08-Dec-2016,30,11000,28-Dec-2017,,,,,,,,,,,,,08-Dec-2016,306.3,9000,29-Jun-2017,08-Dec-2016,94.95,10000,29-Jun-2017,08-Dec-2016,23.8,11000,29-Jun-2017,13-Dec-2016,42.7,9000,30-Mar-2017,13-Dec-2016,5.25,10000,30-Mar-2017,27-Mar-2017,0.4,11000,30-Mar-2017
09-Dec-2016,369.4,9000,28-Dec-2017,09-Dec-2016,90.35,10000,28-Dec-2017,09-Dec-2016,119.3,11000,28-Dec-2017,,,,,,,,,,,,,09-Dec-2016,296.6,9000,29-Jun-2017,09-Dec-2016,87.7,10000,29-Jun-2017,09-Dec-2016,20.6,11000,29-Jun-2017,14-Dec-2016,37.7,9000,30-Mar-2017,14-Dec-2016,11.6,10000,30-Mar-2017,28-Mar-2017,0.35,11000,30-Mar-2017
12-Dec-2016,330.9,9000,28-Dec-2017,12-Dec-2016,90,10000,28-Dec-2017,12-Dec-2016,106.55,11000,28-Dec-2017,,,,,,,,,,,,,12-Dec-2016,137,9000,29-Jun-2017,12-Dec-2016,74.05,10000,29-Jun-2017,12-Dec-2016,16.65,11000,29-Jun-2017,15-Dec-2016,35.6,9000,30-Mar-2017,15-Dec-2016,7.5,10000,30-Mar-2017,,,,
13-Dec-2016,347.8,9000,28-Dec-2017,13-Dec-2016,92,10000,28-Dec-2017,13-Dec-2016,105.8,11000,28-Dec-2017,,,,,,,,,,,,,13-Dec-2016,130,9000,29-Jun-2017,13-Dec-2016,75.15,10000,29-Jun-2017,13-Dec-2016,16.4,11000,29-Jun-2017,16-Dec-2016,30.7,9000,30-Mar-2017,16-Dec-2016,4.5,10000,30-Mar-2017,,,,
14-Dec-2016,332.6,9000,28-Dec-2017,14-Dec-2016,85.05,10000,28-Dec-2017,14-Dec-2016,91.5,11000,28-Dec-2017,,,,,,,,,,,,,14-Dec-2016,126.05,9000,29-Jun-2017,14-Dec-2016,63.45,10000,29-Jun-2017,14-Dec-2016,12.75,11000,29-Jun-2017,19-Dec-2016,28.1,9000,30-Mar-2017,19-Dec-2016,5,10000,30-Mar-2017,,,,
15-Dec-2016,319,9000,28-Dec-2017,15-Dec-2016,85.25,10000,28-Dec-2017,15-Dec-2016,79.35,11000,28-Dec-2017,,,,,,,,,,,,,15-Dec-2016,221.3,9000,29-Jun-2017,15-Dec-2016,53.8,10000,29-Jun-2017,15-Dec-2016,9.85,11000,29-Jun-2017,20-Dec-2016,24.4,9000,30-Mar-2017,20-Dec-2016,3.2,10000,30-Mar-2017,,,,
16-Dec-2016,307,9000,28-Dec-2017,16-Dec-2016,85,10000,28-Dec-2017,16-Dec-2016,68.85,11000,28-Dec-2017,,,,,,,,,,,,,16-Dec-2016,111.45,9000,29-Jun-2017,16-Dec-2016,46,10000,29-Jun-2017,16-Dec-2016,7.65,11000,29-Jun-2017,21-Dec-2016,22.2,9000,30-Mar-2017,21-Dec-2016,4,10000,30-Mar-2017,,,,
19-Dec-2016,290.3,9000,28-Dec-2017,19-Dec-2016,84,10000,28-Dec-2017,19-Dec-2016,29.95,11000,28-Dec-2017,,,,,,,,,,,,,19-Dec-2016,106,9000,29-Jun-2017,19-Dec-2016,37.1,10000,29-Jun-2017,19-Dec-2016,5.5,11000,29-Jun-2017,22-Dec-2016,17.25,9000,30-Mar-2017,22-Dec-2016,4,10000,30-Mar-2017,,,,
20-Dec-2016,281.75,9000,28-Dec-2017,20-Dec-2016,85.75,10000,28-Dec-2017,20-Dec-2016,28.7,11000,28-Dec-2017,,,,,,,,,,,,,20-Dec-2016,95,9000,29-Jun-2017,20-Dec-2016,30.8,10000,29-Jun-2017,20-Dec-2016,4.05,11000,29-Jun-2017,23-Dec-2016,17.1,9000,30-Mar-2017,23-Dec-2016,1.25,10000,30-Mar-2017,,,,
21-Dec-2016,278,9000,28-Dec-2017,21-Dec-2016,82.45,10000,28-Dec-2017,21-Dec-2016,41.9,11000,28-Dec-2017,,,,,,,,,,,,,21-Dec-2016,96.8,9000,29-Jun-2017,21-Dec-2016,25.4,10000,29-Jun-2017,21-Dec-2016,3,11000,29-Jun-2017,26-Dec-2016,16.05,9000,30-Mar-2017,26-Dec-2016,0.8,10000,30-Mar-2017,,,,
22-Dec-2016,255.05,9000,28-Dec-2017,22-Dec-2016,75.05,10000,28-Dec-2017,22-Dec-2016,28.75,11000,28-Dec-2017,,,,,,,,,,,,,22-Dec-2016,82,9000,29-Jun-2017,22-Dec-2016,21.65,10000,29-Jun-2017,22-Dec-2016,2.5,11000,29-Jun-2017,27-Dec-2016,16.2,9000,30-Mar-2017,27-Dec-2016,3.8,10000,30-Mar-2017,,,,
23-Dec-2016,248.05,9000,28-Dec-2017,23-Dec-2016,69.95,10000,28-Dec-2017,23-Dec-2016,28,11000,28-Dec-2017,,,,,,,,,,,,,23-Dec-2016,79,9000,29-Jun-2017,23-Dec-2016,18.6,10000,29-Jun-2017,23-Dec-2016,1.9,11000,29-Jun-2017,28-Dec-2016,15.8,9000,30-Mar-2017,28-Dec-2016,3.5,10000,30-Mar-2017,,,,
26-Dec-2016,224.15,9000,28-Dec-2017,26-Dec-2016,61.05,10000,28-Dec-2017,26-Dec-2016,29.45,11000,28-Dec-2017,,,,,,,,,,,,,26-Dec-2016,67.75,9000,29-Jun-2017,26-Dec-2016,15.1,10000,29-Jun-2017,26-Dec-2016,1.5,11000,29-Jun-2017,29-Dec-2016,18,9000,30-Mar-2017,29-Dec-2016,4.2,10000,30-Mar-2017,,,,
27-Dec-2016,243.05,9000,28-Dec-2017,27-Dec-2016,69.5,10000,28-Dec-2017,27-Dec-2016,22,11000,28-Dec-2017,,,,,,,,,,,,,27-Dec-2016,70,9000,29-Jun-2017,27-Dec-2016,29.15,10000,29-Jun-2017,27-Dec-2016,3.95,11000,29-Jun-2017,30-Dec-2016,20.15,9000,30-Mar-2017,30-Dec-2016,3.95,10000,30-Mar-2017,,,,
28-Dec-2016,247.75,9000,28-Dec-2017,28-Dec-2016,66.75,10000,28-Dec-2017,28-Dec-2016,44,11000,28-Dec-2017,,,,,,,,,,,,,28-Dec-2016,72,9000,29-Jun-2017,28-Dec-2016,28,10000,29-Jun-2017,28-Dec-2016,3,11000,29-Jun-2017,02-Jan-2017,19.05,9000,30-Mar-2017,02-Jan-2017,3.45,10000,30-Mar-2017,,,,
29-Dec-2016,259.95,9000,28-Dec-2017,29-Dec-2016,65.05,10000,28-Dec-2017,29-Dec-2016,49.1,11000,28-Dec-2017,,,,,,,,,,,,,29-Dec-2016,77.5,9000,29-Jun-2017,29-Dec-2016,29.15,10000,29-Jun-2017,29-Dec-2016,3.65,11000,29-Jun-2017,03-Jan-2017,18.9,9000,30-Mar-2017,03-Jan-2017,3.15,10000,30-Mar-2017,,,,
30-Dec-2016,286,9000,28-Dec-2017,30-Dec-2016,69.95,10000,28-Dec-2017,30-Dec-2016,20,11000,28-Dec-2017,,,,,,,,,,,,,30-Dec-2016,89.25,9000,29-Jun-2017,30-Dec-2016,36.65,10000,29-Jun-2017,30-Dec-2016,4.95,11000,29-Jun-2017,04-Jan-2017,19.55,9000,30-Mar-2017,04-Jan-2017,2.9,10000,30-Mar-2017,,,,
02-Jan-2017,282.75,9000,28-Dec-2017,02-Jan-2017,77,10000,28-Dec-2017,02-Jan-2017,49.9,11000,28-Dec-2017,,,,,,,,,,,,,02-Jan-2017,90.2,9000,29-Jun-2017,02-Jan-2017,30.25,10000,29-Jun-2017,02-Jan-2017,3.55,11000,29-Jun-2017,05-Jan-2017,25.55,9000,30-Mar-2017,05-Jan-2017,2.5,10000,30-Mar-2017,,,,
03-Jan-2017,293.85,9000,28-Dec-2017,03-Jan-2017,70.1,10000,28-Dec-2017,03-Jan-2017,23,11000,28-Dec-2017,,,,,,,,,,,,,03-Jan-2017,90.5,9000,29-Jun-2017,03-Jan-2017,26.85,10000,29-Jun-2017,03-Jan-2017,2.85,11000,29-Jun-2017,06-Jan-2017,21.2,9000,30-Mar-2017,06-Jan-2017,2.6,10000,30-Mar-2017,,,,
04-Jan-2017,300.9,9000,28-Dec-2017,04-Jan-2017,74.8,10000,28-Dec-2017,04-Jan-2017,18.5,11000,28-Dec-2017,,,,,,,,,,,,,04-Jan-2017,86,9000,29-Jun-2017,04-Jan-2017,22.95,10000,29-Jun-2017,04-Jan-2017,6,11000,29-Jun-2017,09-Jan-2017,19.55,9000,30-Mar-2017,09-Jan-2017,0.9,10000,30-Mar-2017,,,,
05-Jan-2017,324.75,9000,28-Dec-2017,05-Jan-2017,80.35,10000,28-Dec-2017,05-Jan-2017,48.55,11000,28-Dec-2017,,,,,,,,,,,,,05-Jan-2017,101,9000,29-Jun-2017,05-Jan-2017,30.65,10000,29-Jun-2017,05-Jan-2017,3.05,11000,29-Jun-2017,10-Jan-2017,22.4,9000,30-Mar-2017,10-Jan-2017,3,10000,30-Mar-2017,,,,
06-Jan-2017,317.2,9000,28-Dec-2017,06-Jan-2017,76.1,10000,28-Dec-2017,06-Jan-2017,20,11000,28-Dec-2017,,,,,,,,,,,,,06-Jan-2017,106.8,9000,29-Jun-2017,06-Jan-2017,25.1,10000,29-Jun-2017,06-Jan-2017,2.3,11000,29-Jun-2017,11-Jan-2017,31.3,9000,30-Mar-2017,11-Jan-2017,2.2,10000,30-Mar-2017,,,,
09-Jan-2017,314.6,9000,28-Dec-2017,09-Jan-2017,75.7,10000,28-Dec-2017,09-Jan-2017,34.35,11000,28-Dec-2017,,,,,,,,,,,,,09-Jan-2017,97,9000,29-Jun-2017,09-Jan-2017,17.5,10000,29-Jun-2017,09-Jan-2017,1.55,11000,29-Jun-2017,12-Jan-2017,32.8,9000,30-Mar-2017,12-Jan-2017,2.5,10000,30-Mar-2017,,,,
10-Jan-2017,329.4,9000,28-Dec-2017,10-Jan-2017,82,10000,28-Dec-2017,10-Jan-2017,18,11000,28-Dec-2017,,,,,,,,,,,,,10-Jan-2017,100,9000,29-Jun-2017,10-Jan-2017,15.35,10000,29-Jun-2017,10-Jan-2017,1.7,11000,29-Jun-2017,13-Jan-2017,30.15,9000,30-Mar-2017,13-Jan-2017,2.05,10000,30-Mar-2017,,,,
11-Jan-2017,365.65,9000,28-Dec-2017,11-Jan-2017,95.65,10000,28-Dec-2017,11-Jan-2017,21,11000,28-Dec-2017,,,,,,,,,,,,,11-Jan-2017,116,9000,29-Jun-2017,11-Jan-2017,32.1,10000,29-Jun-2017,11-Jan-2017,3.05,11000,29-Jun-2017,16-Jan-2017,30.8,9000,30-Mar-2017,16-Jan-2017,2.05,10000,30-Mar-2017,,,,
12-Jan-2017,377.95,9000,28-Dec-2017,12-Jan-2017,95.5,10000,28-Dec-2017,12-Jan-2017,22,11000,28-Dec-2017,,,,,,,,,,,,,12-Jan-2017,125,9000,29-Jun-2017,12-Jan-2017,30.55,10000,29-Jun-2017,12-Jan-2017,2.65,11000,29-Jun-2017,17-Jan-2017,28.6,9000,30-Mar-2017,17-Jan-2017,2,10000,30-Mar-2017,,,,
13-Jan-2017,373.7,9000,28-Dec-2017,13-Jan-2017,91.45,10000,28-Dec-2017,13-Jan-2017,39.9,11000,28-Dec-2017,,,,,,,,,,,,,13-Jan-2017,118.8,9000,29-Jun-2017,13-Jan-2017,25.95,10000,29-Jun-2017,13-Jan-2017,1.95,11000,29-Jun-2017,18-Jan-2017,30.55,9000,30-Mar-2017,18-Jan-2017,1.9,10000,30-Mar-2017,,,,
16-Jan-2017,380.6,9000,28-Dec-2017,16-Jan-2017,92.5,10000,28-Dec-2017,16-Jan-2017,34.9,11000,28-Dec-2017,,,,,,,,,,,,,16-Jan-2017,124.05,9000,29-Jun-2017,16-Jan-2017,22.3,10000,29-Jun-2017,16-Jan-2017,1.45,11000,29-Jun-2017,19-Jan-2017,27.55,9000,30-Mar-2017,19-Jan-2017,1.85,10000,30-Mar-2017,,,,
17-Jan-2017,369,9000,28-Dec-2017,17-Jan-2017,90.05,10000,28-Dec-2017,17-Jan-2017,29.15,11000,28-Dec-2017,,,,,,,,,,,,,17-Jan-2017,114,9000,29-Jun-2017,17-Jan-2017,20,10000,29-Jun-2017,17-Jan-2017,1,11000,29-Jun-2017,20-Jan-2017,20.35,9000,30-Mar-2017,20-Jan-2017,1.2,10000,30-Mar-2017,,,,
18-Jan-2017,370.3,9000,28-Dec-2017,18-Jan-2017,86,10000,28-Dec-2017,18-Jan-2017,26.45,11000,28-Dec-2017,,,,,,,,,,,,,18-Jan-2017,120.9,9000,29-Jun-2017,18-Jan-2017,3.55,10000,29-Jun-2017,18-Jan-2017,0.8,11000,29-Jun-2017,23-Jan-2017,22.85,9000,30-Mar-2017,23-Jan-2017,1.2,10000,30-Mar-2017,,,,
19-Jan-2017,373.85,9000,28-Dec-2017,19-Jan-2017,95,10000,28-Dec-2017,19-Jan-2017,18,11000,28-Dec-2017,,,,,,,,,,,,,19-Jan-2017,117.75,9000,29-Jun-2017,19-Jan-2017,15.1,10000,29-Jun-2017,19-Jan-2017,0.65,11000,29-Jun-2017,24-Jan-2017,31.2,9000,30-Mar-2017,24-Jan-2017,1.15,10000,30-Mar-2017,,,,
20-Jan-2017,348.4,9000,28-Dec-2017,20-Jan-2017,83.15,10000,28-Dec-2017,20-Jan-2017,18.05,11000,28-Dec-2017,,,,,,,,,,,,,20-Jan-2017,105,9000,29-Jun-2017,20-Jan-2017,13.45,10000,29-Jun-2017,20-Jan-2017,0.6,11000,29-Jun-2017,25-Jan-2017,47.15,9000,30-Mar-2017,25-Jan-2017,1.45,10000,30-Mar-2017,,,,
23-Jan-2017,361.65,9000,28-Dec-2017,23-Jan-2017,84.25,10000,28-Dec-2017,23-Jan-2017,23.25,11000,28-Dec-2017,,,,,,,,,,,,,23-Jan-2017,112.25,9000,29-Jun-2017,23-Jan-2017,13.5,10000,29-Jun-2017,23-Jan-2017,3,11000,29-Jun-2017,27-Jan-2017,69.9,9000,30-Mar-2017,27-Jan-2017,2.8,10000,30-Mar-2017,,,,
24-Jan-2017,389.95,9000,28-Dec-2017,24-Jan-2017,95.35,10000,28-Dec-2017,24-Jan-2017,17.65,11000,28-Dec-2017,,,,,,,,,,,,,24-Jan-2017,126,9000,29-Jun-2017,24-Jan-2017,20.6,10000,29-Jun-2017,24-Jan-2017,1.1,11000,29-Jun-2017,30-Jan-2017,64.55,9000,30-Mar-2017,30-Jan-2017,2.3,10000,30-Mar-2017,,,,
25-Jan-2017,443.1,9000,28-Dec-2017,25-Jan-2017,113.25,10000,28-Dec-2017,25-Jan-2017,21.5,11000,28-Dec-2017,,,,,,,,,,,,,25-Jan-2017,153.35,9000,29-Jun-2017,25-Jan-2017,43,10000,29-Jun-2017,25-Jan-2017,3.85,11000,29-Jun-2017,31-Jan-2017,48.2,9000,30-Mar-2017,31-Jan-2017,2.15,10000,30-Mar-2017,,,,
27-Jan-2017,476.75,9000,28-Dec-2017,27-Jan-2017,132.75,10000,28-Dec-2017,27-Jan-2017,26,11000,28-Dec-2017,,,,,,,,,,,,,27-Jan-2017,191,9000,29-Jun-2017,27-Jan-2017,17.8,10000,29-Jun-2017,27-Jan-2017,8,11000,29-Jun-2017,01-Feb-2017,72.5,9000,30-Mar-2017,01-Feb-2017,2,10000,30-Mar-2017,,,,
30-Jan-2017,466.45,9000,28-Dec-2017,30-Jan-2017,128.3,10000,28-Dec-2017,30-Jan-2017,51.25,11000,28-Dec-2017,,,,,,,,,,,,,30-Jan-2017,187.95,9000,29-Jun-2017,30-Jan-2017,35.5,10000,29-Jun-2017,30-Jan-2017,2.5,11000,29-Jun-2017,02-Feb-2017,70.7,9000,30-Mar-2017,02-Feb-2017,1.6,10000,30-Mar-2017,,,,
31-Jan-2017,432,9000,28-Dec-2017,31-Jan-2017,112.65,10000,28-Dec-2017,31-Jan-2017,45.65,11000,28-Dec-2017,,,,,,,,,,,,,31-Jan-2017,164.8,9000,29-Jun-2017,31-Jan-2017,17.5,10000,29-Jun-2017,31-Jan-2017,3,11000,29-Jun-2017,03-Feb-2017,70.45,9000,30-Mar-2017,03-Feb-2017,1.45,10000,30-Mar-2017,,,,
01-Feb-2017,501.75,9000,28-Dec-2017,01-Feb-2017,126.05,10000,28-Dec-2017,01-Feb-2017,22,11000,28-Dec-2017,,,,,,,,,,,,,01-Feb-2017,205,9000,29-Jun-2017,01-Feb-2017,67.9,10000,29-Jun-2017,01-Feb-2017,8.3,11000,29-Jun-2017,06-Feb-2017,87.7,9000,30-Mar-2017,06-Feb-2017,1.7,10000,30-Mar-2017,,,,
02-Feb-2017,498.8,9000,28-Dec-2017,02-Feb-2017,134.6,10000,28-Dec-2017,02-Feb-2017,23,11000,28-Dec-2017,,,,,,,,,,,,,02-Feb-2017,201.05,9000,29-Jun-2017,02-Feb-2017,21,10000,29-Jun-2017,02-Feb-2017,7.1,11000,29-Jun-2017,07-Feb-2017,76.9,9000,30-Mar-2017,07-Feb-2017,1.5,10000,30-Mar-2017,,,,
03-Feb-2017,510,9000,28-Dec-2017,03-Feb-2017,130,10000,28-Dec-2017,03-Feb-2017,79.05,11000,28-Dec-2017,,,,,,,,,,,,,03-Feb-2017,200,9000,29-Jun-2017,03-Feb-2017,24.9,10000,29-Jun-2017,03-Feb-2017,5.7,11000,29-Jun-2017,08-Feb-2017,79.85,9000,30-Mar-2017,08-Feb-2017,1.8,10000,30-Mar-2017,,,,
06-Feb-2017,540.5,9000,28-Dec-2017,06-Feb-2017,142.75,10000,28-Dec-2017,06-Feb-2017,26,11000,28-Dec-2017,,,,,,,,,,,,,06-Feb-2017,222,9000,29-Jun-2017,06-Feb-2017,26,10000,29-Jun-2017,06-Feb-2017,6.1,11000,29-Jun-2017,09-Feb-2017,76.35,9000,30-Mar-2017,09-Feb-2017,2.4,10000,30-Mar-2017,,,,
07-Feb-2017,518.45,9000,28-Dec-2017,07-Feb-2017,132.45,10000,28-Dec-2017,07-Feb-2017,24,11000,28-Dec-2017,,,,,,,,,,,,,07-Feb-2017,200,9000,29-Jun-2017,07-Feb-2017,21,10000,29-Jun-2017,07-Feb-2017,4.45,11000,29-Jun-2017,10-Feb-2017,80,9000,30-Mar-2017,10-Feb-2017,2.05,10000,30-Mar-2017,,,,
08-Feb-2017,521.85,9000,28-Dec-2017,08-Feb-2017,134.5,10000,28-Dec-2017,08-Feb-2017,23.95,11000,28-Dec-2017,,,,,,,,,,,,,08-Feb-2017,205.5,9000,29-Jun-2017,08-Feb-2017,46.4,10000,29-Jun-2017,08-Feb-2017,3.45,11000,29-Jun-2017,13-Feb-2017,79.7,9000,30-Mar-2017,13-Feb-2017,1.95,10000,30-Mar-2017,,,,
09-Feb-2017,523,9000,28-Dec-2017,09-Feb-2017,133,10000,28-Dec-2017,09-Feb-2017,57.9,11000,28-Dec-2017,,,,,,,,,,,,,09-Feb-2017,210,9000,29-Jun-2017,09-Feb-2017,19.55,10000,29-Jun-2017,09-Feb-2017,2.75,11000,29-Jun-2017,14-Feb-2017,78.9,9000,30-Mar-2017,14-Feb-2017,1.8,10000,30-Mar-2017,,,,
10-Feb-2017,526.05,9000,28-Dec-2017,10-Feb-2017,140,10000,28-Dec-2017,10-Feb-2017,25,11000,28-Dec-2017,,,,,,,,,,,,,10-Feb-2017,223.05,9000,29-Jun-2017,10-Feb-2017,39.15,10000,29-Jun-2017,10-Feb-2017,2.25,11000,29-Jun-2017,15-Feb-2017,58.2,9000,30-Mar-2017,15-Feb-2017,1.8,10000,30-Mar-2017,,,,
13-Feb-2017,524.8,9000,28-Dec-2017,13-Feb-2017,135,10000,28-Dec-2017,13-Feb-2017,47.15,11000,28-Dec-2017,,,,,,,,,,,,,13-Feb-2017,224.2,9000,29-Jun-2017,13-Feb-2017,21.95,10000,29-Jun-2017,13-Feb-2017,1.65,11000,29-Jun-2017,16-Feb-2017,66.1,9000,30-Mar-2017,16-Feb-2017,1.6,10000,30-Mar-2017,,,,
14-Feb-2017,539.8,9000,28-Dec-2017,14-Feb-2017,144.35,10000,28-Dec-2017,14-Feb-2017,24,11000,28-Dec-2017,,,,,,,,,,,,,14-Feb-2017,234.95,9000,29-Jun-2017,14-Feb-2017,29,10000,29-Jun-2017,14-Feb-2017,1.15,11000,29-Jun-2017,17-Feb-2017,75.5,9000,30-Mar-2017,17-Feb-2017,1.5,10000,30-Mar-2017,,,,
15-Feb-2017,496.6,9000,28-Dec-2017,15-Feb-2017,134.25,10000,28-Dec-2017,15-Feb-2017,24,11000,28-Dec-2017,,,,,,,,,,,,,15-Feb-2017,202.25,9000,29-Jun-2017,15-Feb-2017,19,10000,29-Jun-2017,15-Feb-2017,4.15,11000,29-Jun-2017,20-Feb-2017,91.05,9000,30-Mar-2017,20-Feb-2017,1.5,10000,30-Mar-2017,,,,
16-Feb-2017,520,9000,28-Dec-2017,16-Feb-2017,140.5,10000,28-Dec-2017,16-Feb-2017,39.2,11000,28-Dec-2017,,,,,,,,,,,,,16-Feb-2017,220.95,9000,29-Jun-2017,16-Feb-2017,19,10000,29-Jun-2017,16-Feb-2017,1.05,11000,29-Jun-2017,21-Feb-2017,107.15,9000,30-Mar-2017,21-Feb-2017,1.15,10000,30-Mar-2017,,,,
17-Feb-2017,547.35,9000,28-Dec-2017,17-Feb-2017,153,10000,28-Dec-2017,17-Feb-2017,26.9,11000,28-Dec-2017,,,,,,,,,,,,,17-Feb-2017,223.1,9000,29-Jun-2017,17-Feb-2017,29.15,10000,29-Jun-2017,17-Feb-2017,1.1,11000,29-Jun-2017,22-Feb-2017,110.25,9000,30-Mar-2017,22-Feb-2017,1,10000,30-Mar-2017,,,,
20-Feb-2017,568.4,9000,28-Dec-2017,20-Feb-2017,157.4,10000,28-Dec-2017,20-Feb-2017,29,11000,28-Dec-2017,,,,,,,,,,,,,20-Feb-2017,235.05,9000,29-Jun-2017,20-Feb-2017,32.95,10000,29-Jun-2017,20-Feb-2017,1.25,11000,29-Jun-2017,23-Feb-2017,110.2,9000,30-Mar-2017,23-Feb-2017,1,10000,30-Mar-2017,,,,
21-Feb-2017,585.4,9000,28-Dec-2017,21-Feb-2017,167.9,10000,28-Dec-2017,21-Feb-2017,30.8,11000,28-Dec-2017,,,,,,,,,,,,,21-Feb-2017,241.5,9000,29-Jun-2017,21-Feb-2017,25,10000,29-Jun-2017,21-Feb-2017,1.1,11000,29-Jun-2017,27-Feb-2017,89,9000,30-Mar-2017,27-Feb-2017,0.75,10000,30-Mar-2017,,,,
22-Feb-2017,575,9000,28-Dec-2017,22-Feb-2017,169,10000,28-Dec-2017,22-Feb-2017,30.25,11000,28-Dec-2017,,,,,,,,,,,,,22-Feb-2017,265,9000,29-Jun-2017,22-Feb-2017,29,10000,29-Jun-2017,22-Feb-2017,0.9,11000,29-Jun-2017,28-Feb-2017,86.2,9000,30-Mar-2017,28-Feb-2017,0.75,10000,30-Mar-2017,,,,
23-Feb-2017,590.95,9000,28-Dec-2017,23-Feb-2017,169.5,10000,28-Dec-2017,23-Feb-2017,35.35,11000,28-Dec-2017,,,,,,,,,,,,,23-Feb-2017,267.25,9000,29-Jun-2017,23-Feb-2017,25.5,10000,29-Jun-2017,23-Feb-2017,0.7,11000,29-Jun-2017,01-Mar-2017,112.7,9000,30-Mar-2017,01-Mar-2017,0.75,10000,30-Mar-2017,,,,
27-Feb-2017,566.6,9000,28-Dec-2017,27-Feb-2017,155.7,10000,28-Dec-2017,27-Feb-2017,26.5,11000,28-Dec-2017,,,,,,,,,,,,,27-Feb-2017,247.85,9000,29-Jun-2017,27-Feb-2017,20.7,10000,29-Jun-2017,27-Feb-2017,3.7,11000,29-Jun-2017,02-Mar-2017,83.75,9000,30-Mar-2017,02-Mar-2017,0.65,10000,30-Mar-2017,,,,
28-Feb-2017,565.8,9000,28-Dec-2017,28-Feb-2017,155.05,10000,28-Dec-2017,28-Feb-2017,28.5,11000,28-Dec-2017,,,,,,,,,,,,,28-Feb-2017,245.8,9000,29-Jun-2017,28-Feb-2017,22.5,10000,29-Jun-2017,28-Feb-2017,0.25,11000,29-Jun-2017,03-Mar-2017,83.25,9000,30-Mar-2017,03-Mar-2017,0.7,10000,30-Mar-2017,,,,
01-Mar-2017,604.75,9000,28-Dec-2017,01-Mar-2017,173.25,10000,28-Dec-2017,01-Mar-2017,29,11000,28-Dec-2017,,,,,,,,,,,,,01-Mar-2017,271.55,9000,29-Jun-2017,01-Mar-2017,22.6,10000,29-Jun-2017,01-Mar-2017,2.05,11000,29-Jun-2017,06-Mar-2017,106,9000,30-Mar-2017,06-Mar-2017,0.65,10000,30-Mar-2017,,,,
02-Mar-2017,568.1,9000,28-Dec-2017,02-Mar-2017,155.05,10000,28-Dec-2017,02-Mar-2017,30.5,11000,28-Dec-2017,,,,,,,,,,,,,02-Mar-2017,250.4,9000,29-Jun-2017,02-Mar-2017,19.5,10000,29-Jun-2017,02-Mar-2017,0.3,11000,29-Jun-2017,07-Mar-2017,106.3,9000,30-Mar-2017,07-Mar-2017,0.7,10000,30-Mar-2017,,,,
03-Mar-2017,565.1,9000,28-Dec-2017,03-Mar-2017,153.85,10000,28-Dec-2017,03-Mar-2017,29.75,11000,28-Dec-2017,,,,,,,,,,,,,03-Mar-2017,243.85,9000,29-Jun-2017,03-Mar-2017,18,10000,29-Jun-2017,03-Mar-2017,0.2,11000,29-Jun-2017,08-Mar-2017,97.75,9000,30-Mar-2017,08-Mar-2017,0.75,10000,30-Mar-2017,,,,
