Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry
04-Jul-2016,789.3,9000,28-Dec-2017,04-Jul-2016,411.4,10000,28-Dec-2017,04-Jul-2016,195.85,11000,28-Dec-2017,05-Jan-2017,309.8,9000,28-Sep-2017,05-Jan-2017,86.65,10000,28-Sep-2017,05-Jan-2017,18.5,11000,28-Sep-2017,04-Jul-2016,525,9000,29-Jun-2017,04-Jul-2016,212.15,10000,29-Jun-2017,04-Jul-2016,72.7,11000,29-Jun-2017,08-Jul-2016,321.7,9000,30-Mar-2017,08-Jul-2016,86.2,10000,30-Mar-2017,24-Oct-2016,6.85,11000,30-Mar-2017
05-Jul-2016,670,9000,28-Dec-2017,05-Jul-2016,381.15,10000,28-Dec-2017,05-Jul-2016,175.65,11000,28-Dec-2017,06-Jan-2017,286.85,9000,28-Sep-2017,06-Jan-2017,50,10000,28-Sep-2017,06-Jan-2017,14.9,11000,28-Sep-2017,05-Jul-2016,492.15,9000,29-Jun-2017,05-Jul-2016,191.15,10000,29-Jun-2017,05-Jul-2016,62.2,11000,29-Jun-2017,11-Jul-2016,430.85,9000,30-Mar-2017,11-Jul-2016,143.45,10000,30-Mar-2017,25-Oct-2016,5.2,11000,30-Mar-2017
07-Jul-2016,680,9000,28-Dec-2017,07-Jul-2016,360.85,10000,28-Dec-2017,07-Jul-2016,160.5,11000,28-Dec-2017,09-Jan-2017,267.15,9000,28-Sep-2017,09-Jan-2017,65.3,10000,28-Sep-2017,09-Jan-2017,11.6,11000,28-Sep-2017,07-Jul-2016,474.1,9000,29-Jun-2017,07-Jul-2016,176.5,10000,29-Jun-2017,07-Jul-2016,54.35,11000,29-Jun-2017,12-Jul-2016,330,9000,30-Mar-2017,12-Jul-2016,149.05,10000,30-Mar-2017,26-Oct-2016,4.1,11000,30-Mar-2017
08-Jul-2016,702.2,9000,28-Dec-2017,08-Jul-2016,337.65,10000,28-Dec-2017,08-Jul-2016,144.7,11000,28-Dec-2017,10-Jan-2017,284.1,9000,28-Sep-2017,10-Jan-2017,70.05,10000,28-Sep-2017,10-Jan-2017,12.45,11000,28-Sep-2017,08-Jul-2016,450.75,9000,29-Jun-2017,08-Jul-2016,160.55,10000,29-Jun-2017,08-Jul-2016,46.55,11000,29-Jun-2017,13-Jul-2016,431.85,9000,30-Mar-2017,13-Jul-2016,136.8,10000,30-Mar-2017,27-Oct-2016,3.15,11000,30-Mar-2017
11-Jul-2016,700,9000,28-Dec-2017,11-Jul-2016,453.15,10000,28-Dec-2017,11-Jul-2016,222.1,11000,28-Dec-2017,11-Jan-2017,334.7,9000,28-Sep-2017,11-Jan-2017,91.25,10000,28-Sep-2017,11-Jan-2017,18.45,11000,28-Sep-2017,11-Jul-2016,575.4,9000,29-Jun-2017,11-Jul-2016,241.05,10000,29-Jun-2017,11-Jul-2016,86.25,11000,29-Jun-2017,14-Jul-2016,339,9000,30-Mar-2017,14-Jul-2016,75,10000,30-Mar-2017,28-Oct-2016,2.7,11000,30-Mar-2017
12-Jul-2016,720,9000,28-Dec-2017,12-Jul-2016,463.6,10000,28-Dec-2017,12-Jul-2016,226,11000,28-Dec-2017,12-Jan-2017,334.9,9000,28-Sep-2017,12-Jan-2017,88.35,10000,28-Sep-2017,12-Jan-2017,16.9,11000,28-Sep-2017,12-Jul-2016,594.65,9000,29-Jun-2017,12-Jul-2016,248.2,10000,29-Jun-2017,12-Jul-2016,88.25,11000,29-Jun-2017,15-Jul-2016,349,9000,30-Mar-2017,15-Jul-2016,124.8,10000,30-Mar-2017,30-Oct-2016,1.9,11000,30-Mar-2017
13-Jul-2016,730,9000,28-Dec-2017,13-Jul-2016,441.65,10000,28-Dec-2017,13-Jul-2016,208.6,11000,28-Dec-2017,13-Jan-2017,319.05,9000,28-Sep-2017,13-Jan-2017,79.2,10000,28-Sep-2017,13-Jan-2017,13.85,11000,28-Sep-2017,13-Jul-2016,575.8,9000,29-Jun-2017,13-Jul-2016,232.35,10000,29-Jun-2017,13-Jul-2016,78.5,11000,29-Jun-2017,18-Jul-2016,388.8,9000,30-Mar-2017,18-Jul-2016,108.5,10000,30-Mar-2017,01-Nov-2016,1.35,11000,30-Mar-2017
14-Jul-2016,760,9000,28-Dec-2017,14-Jul-2016,340,10000,28-Dec-2017,14-Jul-2016,209.2,11000,28-Dec-2017,16-Jan-2017,308.75,9000,28-Sep-2017,16-Jan-2017,72.05,10000,28-Sep-2017,16-Jan-2017,11.5,11000,28-Sep-2017,14-Jul-2016,590.1,9000,29-Jun-2017,14-Jul-2016,236.05,10000,29-Jun-2017,14-Jul-2016,78.65,11000,29-Jun-2017,19-Jul-2016,386.15,9000,30-Mar-2017,19-Jul-2016,103.65,10000,30-Mar-2017,02-Nov-2016,1.55,11000,30-Mar-2017
15-Jul-2016,760,9000,28-Dec-2017,15-Jul-2016,340,10000,28-Dec-2017,15-Jul-2016,189.8,11000,28-Dec-2017,17-Jan-2017,289.15,9000,28-Sep-2017,17-Jan-2017,62.7,10000,28-Sep-2017,17-Jan-2017,9,11000,28-Sep-2017,15-Jul-2016,561.55,9000,29-Jun-2017,15-Jul-2016,216.35,10000,29-Jun-2017,15-Jul-2016,68.2,11000,29-Jun-2017,20-Jul-2016,394.95,9000,30-Mar-2017,20-Jul-2016,75,10000,30-Mar-2017,03-Nov-2016,1.05,11000,30-Mar-2017
18-Jul-2016,770,9000,28-Dec-2017,18-Jul-2016,345,10000,28-Dec-2017,18-Jul-2016,170.1,11000,28-Dec-2017,18-Jan-2017,286.55,9000,28-Sep-2017,18-Jan-2017,59.3,10000,28-Sep-2017,18-Jan-2017,7.9,11000,28-Sep-2017,18-Jul-2016,527.95,9000,29-Jun-2017,18-Jul-2016,194.55,10000,29-Jun-2017,18-Jul-2016,57.7,11000,29-Jun-2017,21-Jul-2016,362.25,9000,30-Mar-2017,21-Jul-2016,91.1,10000,30-Mar-2017,04-Nov-2016,0.75,11000,30-Mar-2017
19-Jul-2016,789.85,9000,28-Dec-2017,19-Jul-2016,330.25,10000,28-Dec-2017,19-Jul-2016,161.9,11000,28-Dec-2017,19-Jan-2017,283.55,9000,28-Sep-2017,19-Jan-2017,55.75,10000,28-Sep-2017,19-Jan-2017,6.8,11000,28-Sep-2017,19-Jul-2016,525,9000,29-Jun-2017,19-Jul-2016,188.05,10000,29-Jun-2017,19-Jul-2016,53.3,11000,29-Jun-2017,22-Jul-2016,367.85,9000,30-Mar-2017,22-Jul-2016,90.2,10000,30-Mar-2017,07-Nov-2016,0.9,11000,30-Mar-2017
20-Jul-2016,765,9000,28-Dec-2017,20-Jul-2016,355.1,10000,28-Dec-2017,20-Jul-2016,159.95,11000,28-Dec-2017,20-Jan-2017,258.65,9000,28-Sep-2017,20-Jan-2017,51.65,10000,28-Sep-2017,20-Jan-2017,6.65,11000,28-Sep-2017,20-Jul-2016,534.45,9000,29-Jun-2017,20-Jul-2016,188.95,10000,29-Jun-2017,20-Jul-2016,52.25,11000,29-Jun-2017,25-Jul-2016,428.6,9000,30-Mar-2017,25-Jul-2016,72,10000,30-Mar-2017,08-Nov-2016,0.95,11000,30-Mar-2017
21-Jul-2016,751,9000,28-Dec-2017,21-Jul-2016,345,10000,28-Dec-2017,21-Jul-2016,145.1,11000,28-Dec-2017,23-Jan-2017,267.2,9000,28-Sep-2017,23-Jan-2017,52.45,10000,28-Sep-2017,23-Jan-2017,6.5,11000,28-Sep-2017,21-Jul-2016,498.05,9000,29-Jun-2017,21-Jul-2016,170.4,10000,29-Jun-2017,21-Jul-2016,45.25,11000,29-Jun-2017,26-Jul-2016,395.9,9000,30-Mar-2017,26-Jul-2016,102.35,10000,30-Mar-2017,09-Nov-2016,1.05,11000,30-Mar-2017
22-Jul-2016,756,9000,28-Dec-2017,22-Jul-2016,355.05,10000,28-Dec-2017,22-Jul-2016,141.95,11000,28-Dec-2017,24-Jan-2017,315.65,9000,28-Sep-2017,24-Jan-2017,70.05,10000,28-Sep-2017,24-Jan-2017,10.2,11000,28-Sep-2017,22-Jul-2016,504.35,9000,29-Jun-2017,22-Jul-2016,169.4,10000,29-Jun-2017,22-Jul-2016,43.5,11000,29-Jun-2017,27-Jul-2016,397.8,9000,30-Mar-2017,27-Jul-2016,99.55,10000,30-Mar-2017,10-Nov-2016,2,11000,30-Mar-2017
25-Jul-2016,818.9,9000,28-Dec-2017,25-Jul-2016,379,10000,28-Dec-2017,25-Jul-2016,176.3,11000,28-Dec-2017,25-Jan-2017,414.85,9000,28-Sep-2017,25-Jan-2017,116.7,10000,28-Sep-2017,25-Jan-2017,23.6,11000,28-Sep-2017,25-Jul-2016,572.9,9000,29-Jun-2017,25-Jul-2016,208.35,10000,29-Jun-2017,25-Jul-2016,59.55,11000,29-Jun-2017,28-Jul-2016,419.5,9000,30-Mar-2017,28-Jul-2016,105.95,10000,30-Mar-2017,11-Nov-2016,6.35,11000,30-Mar-2017
26-Jul-2016,820,9000,28-Dec-2017,26-Jul-2016,373.5,10000,28-Dec-2017,26-Jul-2016,150,11000,28-Dec-2017,27-Jan-2017,424.2,9000,28-Sep-2017,27-Jan-2017,117.1,10000,28-Sep-2017,27-Jan-2017,22.8,11000,28-Sep-2017,26-Jul-2016,536.6,9000,29-Jun-2017,26-Jul-2016,187.5,10000,29-Jun-2017,26-Jul-2016,50.8,11000,29-Jun-2017,29-Jul-2016,393.65,9000,30-Mar-2017,29-Jul-2016,93.25,10000,30-Mar-2017,15-Nov-2016,7.2,11000,30-Mar-2017
27-Jul-2016,799,9000,28-Dec-2017,27-Jul-2016,375,10000,28-Dec-2017,27-Jul-2016,152.6,11000,28-Dec-2017,30-Jan-2017,402.3,9000,28-Sep-2017,30-Jan-2017,103.8,10000,28-Sep-2017,30-Jan-2017,18.25,11000,28-Sep-2017,27-Jul-2016,538.45,9000,29-Jun-2017,27-Jul-2016,183.8,10000,29-Jun-2017,27-Jul-2016,47.85,11000,29-Jun-2017,01-Aug-2016,376.75,9000,30-Mar-2017,01-Aug-2016,94.8,10000,30-Mar-2017,16-Nov-2016,5.6,11000,30-Mar-2017
28-Jul-2016,830,9000,28-Dec-2017,28-Jul-2016,380,10000,28-Dec-2017,28-Jul-2016,150,11000,28-Dec-2017,31-Jan-2017,367.25,9000,28-Sep-2017,31-Jan-2017,91.65,10000,28-Sep-2017,31-Jan-2017,15.6,11000,28-Sep-2017,28-Jul-2016,562.15,9000,29-Jun-2017,28-Jul-2016,193.05,10000,29-Jun-2017,28-Jul-2016,50.25,11000,29-Jun-2017,02-Aug-2016,357,9000,30-Mar-2017,02-Aug-2016,77.05,10000,30-Mar-2017,17-Nov-2016,4.05,11000,30-Mar-2017
29-Jul-2016,817.05,9000,28-Dec-2017,29-Jul-2016,370.5,10000,28-Dec-2017,29-Jul-2016,159.9,11000,28-Dec-2017,01-Feb-2017,501,9000,28-Sep-2017,01-Feb-2017,164.35,10000,28-Sep-2017,01-Feb-2017,40.85,11000,28-Sep-2017,29-Jul-2016,533.65,9000,29-Jun-2017,29-Jul-2016,175.2,10000,29-Jun-2017,29-Jul-2016,42.75,11000,29-Jun-2017,03-Aug-2016,324.7,9000,30-Mar-2017,03-Aug-2016,65.8,10000,30-Mar-2017,18-Nov-2016,3,11000,30-Mar-2017
01-Aug-2016,826,9000,28-Dec-2017,01-Aug-2016,370.05,10000,28-Dec-2017,01-Aug-2016,128.5,11000,28-Dec-2017,02-Feb-2017,496.55,9000,28-Sep-2017,02-Feb-2017,157,10000,28-Sep-2017,02-Feb-2017,36.95,11000,28-Sep-2017,01-Aug-2016,515.2,9000,29-Jun-2017,01-Aug-2016,160.9,10000,29-Jun-2017,01-Aug-2016,36.3,11000,29-Jun-2017,04-Aug-2016,316.1,9000,30-Mar-2017,04-Aug-2016,60.1,10000,30-Mar-2017,21-Nov-2016,2.75,11000,30-Mar-2017
02-Aug-2016,810,9000,28-Dec-2017,02-Aug-2016,370,10000,28-Dec-2017,02-Aug-2016,138.35,11000,28-Dec-2017,03-Feb-2017,484.7,9000,28-Sep-2017,03-Feb-2017,146.6,10000,28-Sep-2017,03-Feb-2017,32.15,11000,28-Sep-2017,02-Aug-2016,492.95,9000,29-Jun-2017,02-Aug-2016,145.9,10000,29-Jun-2017,02-Aug-2016,30.5,11000,29-Jun-2017,05-Aug-2016,428.6,9000,30-Mar-2017,05-Aug-2016,75,10000,30-Mar-2017,22-Nov-2016,3.1,11000,30-Mar-2017
03-Aug-2016,779,9000,28-Dec-2017,03-Aug-2016,305.85,10000,28-Dec-2017,03-Aug-2016,109.4,11000,28-Dec-2017,06-Feb-2017,511.35,9000,28-Sep-2017,06-Feb-2017,156.3,10000,28-Sep-2017,06-Feb-2017,34.25,11000,28-Sep-2017,03-Aug-2016,457.05,9000,29-Jun-2017,03-Aug-2016,134.65,10000,29-Jun-2017,03-Aug-2016,28.55,11000,29-Jun-2017,08-Aug-2016,430.35,9000,30-Mar-2017,08-Aug-2016,108.3,10000,30-Mar-2017,23-Nov-2016,2.6,11000,30-Mar-2017
04-Aug-2016,755,9000,28-Dec-2017,04-Aug-2016,293.05,10000,28-Dec-2017,04-Aug-2016,100.5,11000,28-Dec-2017,07-Feb-2017,479.5,9000,28-Sep-2017,07-Feb-2017,138.15,10000,28-Sep-2017,07-Feb-2017,27.95,11000,28-Sep-2017,04-Aug-2016,447.35,9000,29-Jun-2017,04-Aug-2016,126,10000,29-Jun-2017,04-Aug-2016,24.85,11000,29-Jun-2017,09-Aug-2016,401.75,9000,30-Mar-2017,09-Aug-2016,94.7,10000,30-Mar-2017,24-Nov-2016,1.8,11000,30-Mar-2017
05-Aug-2016,817.8,9000,28-Dec-2017,05-Aug-2016,407.85,10000,28-Dec-2017,05-Aug-2016,135,11000,28-Dec-2017,08-Feb-2017,465.9,9000,28-Sep-2017,08-Feb-2017,57.25,10000,28-Sep-2017,08-Feb-2017,23.85,11000,28-Sep-2017,05-Aug-2016,574.3,9000,29-Jun-2017,05-Aug-2016,202.65,10000,29-Jun-2017,05-Aug-2016,55.3,11000,29-Jun-2017,10-Aug-2016,366.25,9000,30-Mar-2017,10-Aug-2016,88.6,10000,30-Mar-2017,25-Nov-2016,4.6,11000,30-Mar-2017
08-Aug-2016,830,9000,28-Dec-2017,08-Aug-2016,403.1,10000,28-Dec-2017,08-Aug-2016,149,11000,28-Dec-2017,09-Feb-2017,459.4,9000,28-Sep-2017,09-Feb-2017,120.35,10000,28-Sep-2017,09-Feb-2017,20.85,11000,28-Sep-2017,08-Aug-2016,576.45,9000,29-Jun-2017,08-Aug-2016,198.4,10000,29-Jun-2017,08-Aug-2016,51.8,11000,29-Jun-2017,11-Aug-2016,361.8,9000,30-Mar-2017,11-Aug-2016,83.45,10000,30-Mar-2017,28-Nov-2016,3.4,11000,30-Mar-2017
09-Aug-2016,819,9000,28-Dec-2017,09-Aug-2016,375.5,10000,28-Dec-2017,09-Aug-2016,147,11000,28-Dec-2017,10-Feb-2017,456.3,9000,28-Sep-2017,10-Feb-2017,114.65,10000,28-Sep-2017,10-Feb-2017,18.45,11000,28-Sep-2017,09-Aug-2016,544.9,9000,29-Jun-2017,09-Aug-2016,179.6,10000,29-Jun-2017,09-Aug-2016,43.9,11000,29-Jun-2017,12-Aug-2016,409.9,9000,30-Mar-2017,12-Aug-2016,102.6,10000,30-Mar-2017,29-Nov-2016,2.7,11000,30-Mar-2017
10-Aug-2016,750,9000,28-Dec-2017,10-Aug-2016,343,10000,28-Dec-2017,10-Aug-2016,146.95,11000,28-Dec-2017,13-Feb-2017,447.65,9000,28-Sep-2017,13-Feb-2017,106.4,10000,28-Sep-2017,13-Feb-2017,15.55,11000,28-Sep-2017,10-Aug-2016,507,9000,29-Jun-2017,10-Aug-2016,170.85,10000,29-Jun-2017,10-Aug-2016,44.15,11000,29-Jun-2017,16-Aug-2016,378.5,9000,30-Mar-2017,16-Aug-2016,87.35,10000,30-Mar-2017,30-Nov-2016,3.35,11000,30-Mar-2017
11-Aug-2016,750,9000,28-Dec-2017,11-Aug-2016,357.95,10000,28-Dec-2017,11-Aug-2016,138,11000,28-Dec-2017,14-Feb-2017,428.25,9000,28-Sep-2017,14-Feb-2017,95.25,10000,28-Sep-2017,14-Feb-2017,12.5,11000,28-Sep-2017,11-Aug-2016,501.6,9000,29-Jun-2017,11-Aug-2016,163.4,10000,29-Jun-2017,11-Aug-2016,39.95,11000,29-Jun-2017,17-Aug-2016,357.2,9000,30-Mar-2017,17-Aug-2016,76.85,10000,30-Mar-2017,01-Dec-2016,2.3,11000,30-Mar-2017
12-Aug-2016,837.5,9000,28-Dec-2017,12-Aug-2016,387.8,10000,28-Dec-2017,12-Aug-2016,161.4,11000,28-Dec-2017,15-Feb-2017,391.1,9000,28-Sep-2017,15-Feb-2017,83.75,10000,28-Sep-2017,15-Feb-2017,10.65,11000,28-Sep-2017,12-Aug-2016,555.3,9000,29-Jun-2017,12-Aug-2016,191.55,10000,29-Jun-2017,12-Aug-2016,50.4,11000,29-Jun-2017,18-Aug-2016,378.55,9000,30-Mar-2017,18-Aug-2016,82.45,10000,30-Mar-2017,02-Dec-2016,1.8,11000,30-Mar-2017
16-Aug-2016,802.2,9000,28-Dec-2017,16-Aug-2016,381,10000,28-Dec-2017,16-Aug-2016,142.85,11000,28-Dec-2017,16-Feb-2017,418.25,9000,28-Sep-2017,16-Feb-2017,91.95,10000,28-Sep-2017,16-Feb-2017,11.95,11000,28-Sep-2017,16-Aug-2016,521.25,9000,29-Jun-2017,16-Aug-2016,170.3,10000,29-Jun-2017,16-Aug-2016,41.5,11000,29-Jun-2017,19-Aug-2016,362.7,9000,30-Mar-2017,19-Aug-2016,73.6,10000,30-Mar-2017,05-Dec-2016,1.5,11000,30-Mar-2017
17-Aug-2016,763.3,9000,28-Dec-2017,17-Aug-2016,369.95,10000,28-Dec-2017,17-Aug-2016,128.3,11000,28-Dec-2017,17-Feb-2017,437.6,9000,28-Sep-2017,17-Feb-2017,96.55,10000,28-Sep-2017,17-Feb-2017,12.35,11000,28-Sep-2017,17-Aug-2016,497.35,9000,29-Jun-2017,17-Aug-2016,154.85,10000,29-Jun-2017,17-Aug-2016,35.1,11000,29-Jun-2017,22-Aug-2016,332.15,9000,30-Mar-2017,22-Aug-2016,61.9,10000,30-Mar-2017,06-Dec-2016,1.15,11000,30-Mar-2017
18-Aug-2016,790.6,9000,28-Dec-2017,18-Aug-2016,397.85,10000,28-Dec-2017,18-Aug-2016,133.7,11000,28-Dec-2017,20-Feb-2017,467.05,9000,28-Sep-2017,20-Feb-2017,105.75,10000,28-Sep-2017,20-Feb-2017,13.85,11000,28-Sep-2017,18-Aug-2016,521.1,9000,29-Jun-2017,18-Aug-2016,163.55,10000,29-Jun-2017,18-Aug-2016,37.15,11000,29-Jun-2017,23-Aug-2016,322.3,9000,30-Mar-2017,23-Aug-2016,56,10000,30-Mar-2017,07-Dec-2016,0.75,11000,30-Mar-2017
19-Aug-2016,770.3,9000,28-Dec-2017,19-Aug-2016,399,10000,28-Dec-2017,19-Aug-2016,120.9,11000,28-Dec-2017,21-Feb-2017,475.9,9000,28-Sep-2017,21-Feb-2017,105.25,10000,28-Sep-2017,21-Feb-2017,13,11000,28-Sep-2017,19-Aug-2016,503.3,9000,29-Jun-2017,19-Aug-2016,150.45,10000,29-Jun-2017,19-Aug-2016,31.65,11000,29-Jun-2017,24-Aug-2016,320.95,9000,30-Mar-2017,24-Aug-2016,52.85,10000,30-Mar-2017,08-Dec-2016,2.3,11000,30-Mar-2017
22-Aug-2016,780.25,9000,28-Dec-2017,22-Aug-2016,356.05,10000,28-Dec-2017,22-Aug-2016,106.7,11000,28-Dec-2017,22-Feb-2017,477.7,9000,28-Sep-2017,22-Feb-2017,101.65,10000,28-Sep-2017,22-Feb-2017,11.6,11000,28-Sep-2017,22-Aug-2016,469.75,9000,29-Jun-2017,22-Aug-2016,132.5,10000,29-Jun-2017,22-Aug-2016,25.85,11000,29-Jun-2017,25-Aug-2016,292.15,9000,30-Mar-2017,25-Aug-2016,66.95,10000,30-Mar-2017,09-Dec-2016,1.8,11000,30-Mar-2017
23-Aug-2016,719.8,9000,28-Dec-2017,23-Aug-2016,362.1,10000,28-Dec-2017,23-Aug-2016,97.2,11000,28-Dec-2017,23-Feb-2017,475.4,9000,28-Sep-2017,23-Feb-2017,96.4,10000,28-Sep-2017,23-Feb-2017,10,11000,28-Sep-2017,23-Aug-2016,458.45,9000,29-Jun-2017,23-Aug-2016,123.15,10000,29-Jun-2017,23-Aug-2016,22.2,11000,29-Jun-2017,26-Aug-2016,273.4,9000,30-Mar-2017,26-Aug-2016,39.15,10000,30-Mar-2017,12-Dec-2016,1.2,11000,30-Mar-2017
24-Aug-2016,785,9000,28-Dec-2017,24-Aug-2016,360,10000,28-Dec-2017,24-Aug-2016,91.3,11000,28-Dec-2017,27-Feb-2017,437.2,9000,28-Sep-2017,27-Feb-2017,81.4,10000,28-Sep-2017,27-Feb-2017,7.45,11000,28-Sep-2017,24-Aug-2016,456.75,9000,29-Jun-2017,24-Aug-2016,118.3,10000,29-Jun-2017,24-Aug-2016,19.95,11000,29-Jun-2017,29-Aug-2016,281.2,9000,30-Mar-2017,29-Aug-2016,39.1,10000,30-Mar-2017,13-Dec-2016,1.15,11000,30-Mar-2017
25-Aug-2016,775,9000,28-Dec-2017,25-Aug-2016,356,10000,28-Dec-2017,25-Aug-2016,83.95,11000,28-Dec-2017,28-Feb-2017,416.85,9000,28-Sep-2017,28-Feb-2017,71.7,10000,28-Sep-2017,28-Feb-2017,5.75,11000,28-Sep-2017,25-Aug-2016,424.65,9000,29-Jun-2017,25-Aug-2016,106.7,10000,29-Jun-2017,25-Aug-2016,17.5,11000,29-Jun-2017,30-Aug-2016,225,9000,30-Mar-2017,30-Aug-2016,67.65,10000,30-Mar-2017,14-Dec-2016,0.75,11000,30-Mar-2017
26-Aug-2016,744,9000,28-Dec-2017,26-Aug-2016,321,10000,28-Dec-2017,26-Aug-2016,110,11000,28-Dec-2017,01-Mar-2017,463.25,9000,28-Sep-2017,01-Mar-2017,87.75,10000,28-Sep-2017,01-Mar-2017,8.05,11000,28-Sep-2017,26-Aug-2016,403.3,9000,29-Jun-2017,26-Aug-2016,95.25,10000,29-Jun-2017,26-Aug-2016,14.25,11000,29-Jun-2017,31-Aug-2016,396.55,9000,30-Mar-2017,31-Aug-2016,75,10000,30-Mar-2017,15-Dec-2016,0.45,11000,30-Mar-2017
29-Aug-2016,735,9000,28-Dec-2017,29-Aug-2016,317.55,10000,28-Dec-2017,29-Aug-2016,73.35,11000,28-Dec-2017,02-Mar-2017,430.1,9000,28-Sep-2017,02-Mar-2017,76.25,10000,28-Sep-2017,02-Mar-2017,6.4,11000,28-Sep-2017,29-Aug-2016,412.85,9000,29-Jun-2017,29-Aug-2016,95.9,10000,29-Jun-2017,29-Aug-2016,13.75,11000,29-Jun-2017,01-Sep-2016,400.65,9000,30-Mar-2017,01-Sep-2016,81.45,10000,30-Mar-2017,16-Dec-2016,0.3,11000,30-Mar-2017
30-Aug-2016,828.7,9000,28-Dec-2017,30-Aug-2016,370,10000,28-Dec-2017,30-Aug-2016,144.35,11000,28-Dec-2017,03-Mar-2017,418.5,9000,28-Sep-2017,03-Mar-2017,69,10000,28-Sep-2017,03-Mar-2017,5.05,11000,28-Sep-2017,30-Aug-2016,551.1,9000,29-Jun-2017,30-Aug-2016,175.45,10000,29-Jun-2017,30-Aug-2016,40.3,11000,29-Jun-2017,02-Sep-2016,413.85,9000,30-Mar-2017,02-Sep-2016,83.05,10000,30-Mar-2017,19-Dec-2016,0.15,11000,30-Mar-2017
31-Aug-2016,855,9000,28-Dec-2017,31-Aug-2016,400,10000,28-Dec-2017,31-Aug-2016,133.1,11000,28-Dec-2017,06-Mar-2017,461.85,9000,28-Sep-2017,06-Mar-2017,83.25,10000,28-Sep-2017,06-Mar-2017,6.9,11000,28-Sep-2017,31-Aug-2016,568.05,9000,29-Jun-2017,31-Aug-2016,180.1,10000,29-Jun-2017,31-Aug-2016,40.7,11000,29-Jun-2017,06-Sep-2016,529.05,9000,30-Mar-2017,06-Sep-2016,140.25,10000,30-Mar-2017,20-Dec-2016,0.1,11000,30-Mar-2017
01-Sep-2016,824.85,9000,28-Dec-2017,01-Sep-2016,363.45,10000,28-Dec-2017,01-Sep-2016,131.8,11000,28-Dec-2017,07-Mar-2017,441,9000,28-Sep-2017,07-Mar-2017,73.2,10000,28-Sep-2017,07-Mar-2017,5.25,11000,28-Sep-2017,01-Sep-2016,548.25,9000,29-Jun-2017,01-Sep-2016,165.65,10000,29-Jun-2017,01-Sep-2016,34.65,11000,29-Jun-2017,07-Sep-2016,502.15,9000,30-Mar-2017,07-Sep-2016,124.75,10000,30-Mar-2017,21-Dec-2016,0.05,11000,30-Mar-2017
02-Sep-2016,841.25,9000,28-Dec-2017,02-Sep-2016,394.9,10000,28-Dec-2017,02-Sep-2016,137.6,11000,28-Dec-2017,08-Mar-2017,417.85,9000,28-Sep-2017,08-Mar-2017,63.7,10000,28-Sep-2017,08-Mar-2017,3.95,11000,28-Sep-2017,02-Sep-2016,562.7,9000,29-Jun-2017,02-Sep-2016,168.4,10000,29-Jun-2017,02-Sep-2016,34.3,11000,29-Jun-2017,08-Sep-2016,515.05,9000,30-Mar-2017,08-Sep-2016,126,10000,30-Mar-2017,22-Dec-2016,0.05,11000,30-Mar-2017
06-Sep-2016,920,9000,28-Dec-2017,06-Sep-2016,474.55,10000,28-Dec-2017,06-Sep-2016,159.9,11000,28-Dec-2017,09-Mar-2017,409.55,9000,28-Sep-2017,09-Mar-2017,57.9,10000,28-Sep-2017,09-Mar-2017,3.1,11000,28-Sep-2017,06-Sep-2016,690.25,9000,29-Jun-2017,06-Sep-2016,250.5,10000,29-Jun-2017,06-Sep-2016,68.3,11000,29-Jun-2017,09-Sep-2016,467.25,9000,30-Mar-2017,09-Sep-2016,100,10000,30-Mar-2017,23-Dec-2016,0.05,11000,30-Mar-2017
07-Sep-2016,930,9000,28-Dec-2017,07-Sep-2016,468,10000,28-Dec-2017,07-Sep-2016,188.05,11000,28-Dec-2017,10-Mar-2017,405.35,9000,28-Sep-2017,10-Mar-2017,53.4,10000,28-Sep-2017,10-Mar-2017,2.45,11000,28-Sep-2017,07-Sep-2016,661.25,9000,29-Jun-2017,07-Sep-2016,229.9,10000,29-Jun-2017,07-Sep-2016,58.8,11000,29-Jun-2017,12-Sep-2016,421.5,9000,30-Mar-2017,12-Sep-2016,80,10000,30-Mar-2017,26-Dec-2016,0.3,11000,30-Mar-2017
08-Sep-2016,942.5,9000,28-Dec-2017,08-Sep-2016,470.25,10000,28-Dec-2017,08-Sep-2016,186.1,11000,28-Dec-2017,14-Mar-2017,563.25,9000,28-Sep-2017,14-Mar-2017,132.35,10000,28-Sep-2017,14-Mar-2017,16.8,11000,28-Sep-2017,08-Sep-2016,674.25,9000,29-Jun-2017,08-Sep-2016,231.75,10000,29-Jun-2017,08-Sep-2016,57.65,11000,29-Jun-2017,14-Sep-2016,411.95,9000,30-Mar-2017,14-Sep-2016,80,10000,30-Mar-2017,27-Dec-2016,0.5,11000,30-Mar-2017
