Date,Open,High,Low,Close,Volume,Adj Close
2017-02-06,43.619999,45.240002,43.560001,45.029999,5232300,45.029999
2017-01-30,44.220001,44.259998,43.580002,43.709999,5470000,43.709999
2017-01-23,41.950001,45.080002,41.84,44.419998,12817500,44.419998
2017-01-17,42.060001,42.540001,41.799999,42.049999,4944700,42.049999
2017-01-09,41.169998,42.59,41.130001,42.27,6601300,42.27
2017-01-03,39.110001,41.369999,38.639999,41.23,9252800,41.23
2016-12-27,38.59,39.220001,38.43,38.669998,4808900,38.669998
2016-12-19,38.66,39.32,38.240002,38.66,10480800,38.66
2016-12-12,41.450001,41.790001,38.25,38.610001,19070400,38.610001
2016-12-05,40.02,41.799999,39.75,41.759998,6909900,41.759998
2016-11-28,40.849998,41.830002,39.529999,40.07,8563800,40.07
2016-11-21,41.439999,41.48,40.549999,40.869999,6610200,40.869999
2016-11-14,40.360001,41.650002,38.869999,41.189999,11190100,41.189999
2016-11-07,41.169998,41.650002,39.369999,40.419998,13046900,40.419998
2016-10-31,42.029999,42.16,39.799999,40.279999,8176600,40.279999
2016-10-24,42.50,42.75,41.709999,41.779999,5843900,41.779999
2016-10-17,41.349998,42.939999,41.240002,42.169998,12275700,42.169998
2016-10-10,43.360001,44.080002,41.169998,41.439999,9369600,41.439999
2016-10-03,42.950001,43.869999,42.82,43.220001,7575600,43.220001
2016-09-26,42.380001,43.720001,41.849998,43.099998,10604900,43.099998
2016-09-19,43.919998,44.869999,42.540001,42.799999,19046800,42.799999
2016-09-12,42.279999,44.049999,42.18,43.669998,12837100,43.669998
2016-09-06,43.50,44.919998,42.82,42.919998,11794600,42.919998
2016-08-29,42.200001,43.599998,42.080002,43.279999,6197900,43.279999
2016-08-22,42.84,42.91,41.73,42.27,6762400,42.27
2016-08-15,43.18,43.290001,41.950001,43.02,11512400,43.02
2016-08-08,39.00,42.98,38.860001,42.939999,15641200,42.939999
2016-08-01,38.18,39.150002,38.099998,38.990002,8625500,38.990002
2016-07-25,39.200001,39.209999,37.900002,38.189999,18112900,38.189999
2016-07-18,37.68,39.419998,37.50,39.380001,10723200,39.380001
2016-07-11,37.439999,38.349998,37.369999,37.720001,13871800,37.720001
2016-07-05,37.68,37.84,37.060001,37.740002,8723200,37.740002
2016-06-27,35.869999,38.080002,35.049999,37.990002,12344000,37.990002
2016-06-20,37.27,37.779999,36.09,36.240002,9635900,36.240002
2016-06-13,36.700001,37.599998,36.419998,36.939999,10596800,36.939999
2016-06-06,36.669998,37.73,36.52,36.830002,11668100,36.830002
2016-05-31,37.73,38.080002,36.50,36.599998,14822400,36.599998
2016-05-23,36.459999,37.880001,35.470001,37.82,16664500,37.82
2016-05-16,37.029999,37.790001,35.880001,36.50,15651900,36.50
2016-05-09,36.970001,37.630001,36.380001,36.48,9118100,36.48
2016-05-02,36.650002,37.450001,35.740002,37.23,9654000,37.23
2016-04-25,37.470001,37.59,36.150002,36.599998,12299900,36.599998
2016-04-18,36.240002,38.189999,35.880001,37.48,17942100,37.48
2016-04-11,36.380001,37.50,36.279999,36.509998,15406300,36.509998
2016-04-04,36.549999,37.50,35.619999,36.07,22235500,36.07
2016-03-28,35.389999,37.279999,34.619999,36.48,17753800,36.48
2016-03-21,35.00,36.099998,33.93,34.860001,12875300,34.860001
2016-03-14,33.75,35.209999,33.00,35.169998,11963100,35.169998
2016-03-07,33.68,34.380001,32.09,33.810001,17690700,33.810001
2016-02-29,31.309999,33.93,31.309999,33.860001,16157900,33.860001
2016-02-22,30.65,31.90,29.799999,31.370001,17548300,31.370001
2016-02-16,27.98,30.23,27.940001,30.040001,17298000,30.040001
