Date,Open,High,Low,Close,Volume,Adj Close
2017-02-06,66.370003,69.139999,66.370003,68.019997,9164900,68.019997
2017-01-30,65.629997,67.139999,65.629997,66.50,8552200,66.50
2017-01-23,67.010002,67.730003,65.279999,65.660004,8878100,65.660004
2017-01-17,68.099998,69.290001,67.019997,67.18,9612100,67.18
2017-01-09,68.330002,69.269997,67.080002,67.129997,8366100,67.129997
2017-01-03,69.239998,69.629997,68.010002,68.260002,8636900,68.260002
2016-12-27,69.300003,70.00,68.830002,69.120003,5098100,69.120003
2016-12-19,70.839996,72.00,69.209999,69.540001,6800100,69.540001
2016-12-12,70.07,72.480003,70.019997,70.980003,10324400,70.980003
2016-12-05,70.900002,70.989998,69.50,70.080002,8574600,70.080002
2016-11-28,70.93,71.790001,70.050003,70.879997,7451800,70.376305
2016-11-21,68.540001,71.650002,68.419998,71.230003,7743300,70.723824
2016-11-14,71.160004,72.059998,68.120003,68.540001,13682100,68.052933
2016-11-07,69.620003,72.089996,69.160004,71.230003,11340200,70.723824
2016-10-31,70.059998,70.169998,69.129997,69.160004,7387700,68.668533
2016-10-24,68.620003,70.209999,68.389999,69.989998,6785600,69.49263
2016-10-17,68.650002,69.339996,67.800003,68.339996,7322600,67.854355
2016-10-10,68.75,68.959999,67.07,68.449997,8426000,67.96357
2016-10-03,71.830002,72.57,68.169998,68.699997,10331100,68.211792
2016-09-26,72.309998,72.489998,70.620003,72.120003,7291400,71.607498
2016-09-19,72.639999,72.870003,71.510002,72.349998,6615100,71.835854
2016-09-12,70.790001,72.959999,70.720001,72.870003,9316700,72.352165
2016-09-06,72.760002,73.080002,70.300003,70.300003,10255700,69.80043
2016-08-29,71.139999,73.190002,71.099998,72.50,7879600,71.984795
2016-08-22,73.059998,73.139999,70.889999,71.139999,10061300,70.63446
2016-08-15,73.809998,75.190002,71.989998,72.809998,15189400,72.292587
2016-08-08,74.00,74.800003,73.040001,73.889999,7468300,73.364914
2016-08-01,72.809998,73.989998,72.510002,73.760002,5861900,72.737907
2016-07-25,73.550003,74.07,72.470001,72.970001,5333100,71.958855
2016-07-18,73.639999,74.18,73.139999,73.550003,4849100,72.530823
2016-07-11,73.669998,74.349998,72.940002,73.669998,8088300,72.649155
2016-07-05,72.75,73.980003,72.68,73.839996,9682900,72.816795
2016-06-27,71.639999,73.190002,70.669998,72.809998,8646300,71.801071
2016-06-20,71.309998,72.720001,70.510002,71.959999,8873000,70.962852
2016-06-13,71.00,71.610001,70.199997,70.949997,9951100,69.966843
2016-06-06,71.519997,71.589996,70.68,71.139999,7220300,70.154213
2016-05-31,70.580002,71.050003,70.150002,70.870003,7120800,69.887955
2016-05-23,69.599998,71.379997,69.440002,70.75,8129600,69.769615
2016-05-16,64.860001,70.139999,62.720001,69.860001,18702700,68.891953
2016-05-09,68.25,69.129997,64.650002,64.940002,10586900,64.040131
2016-05-02,66.620003,68.260002,66.440002,68.25,7485000,66.815056
2016-04-25,68.550003,69.889999,66.360001,66.870003,6913500,65.464073
2016-04-18,69.050003,70.080002,68.239998,68.720001,6612100,67.275177
2016-04-11,68.010002,69.419998,67.379997,69.059998,7284800,67.608025
2016-04-04,69.00,69.370003,67.860001,68.059998,6118300,66.629051
2016-03-28,67.93,69.199997,67.43,69.059998,6437700,67.608025
2016-03-21,67.029999,68.68,66.970001,68.00,7336400,66.570312
2016-03-14,67.150002,68.919998,66.75,66.949997,11497700,65.542381
2016-03-07,66.620003,68.480003,66.269997,67.169998,9846900,65.757759
2016-02-29,66.629997,67.279999,64.879997,66.779999,10159500,64.895538
2016-02-22,64.660004,68.199997,64.660004,66.510002,10575200,64.633163
2016-02-16,66.610001,66.800003,62.349998,64.660004,16811000,62.835369
