Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-April-2013,317.50,318.00,314.10,317.40,316.173259535330013983,170917,1586,54039385.00,89483,52.35,3.90,-0.10
22-April-2013,312.55,317.45,312.55,316.90,315.761603234661325024,269580,2440,85123013.00,136176,50.51,4.90,4.35
18-April-2013,311.85,316.35,310.50,315.30,314.091643488377468391,519164,3695,163065074.00,321239,61.88,5.85,3.45
17-April-2013,308.00,314.00,307.25,313.15,311.465876330264592498,448501,4192,139692757.00,249128,55.55,6.75,5.15
16-April-2013,299.55,310.00,298.00,308.25,305.332533583053474554,309680,3831,94555379.00,159684,51.56,12.00,8.70
15-April-2013,292.55,301.00,289.40,299.95,297.241461440531494237,237218,2976,70511025.00,102702,43.29,11.60,7.40
12-April-2013,286.55,295.50,286.05,293.10,293.048105924785387357,568932,5433,166724445.00,277477,48.77,9.45,6.55
11-April-2013,289.00,289.00,283.75,285.25,286.127764107129359793,238142,2818,68139038.00,74079,31.11,5.25,-3.75
10-April-2013,290.20,290.20,281.15,284.55,284.595974364811150606,456872,5401,130023932.00,232020,50.78,9.05,-5.65
9-April-2013,294.00,295.30,286.10,287.15,290.142490949800163217,191156,2342,55462478.00,70345,36.80,9.20,-6.85
8-April-2013,293.00,293.75,285.65,292.90,289.532984337073653468,310223,4594,89819791.00,136293,43.93,8.10,-0.10
5-April-2013,299.40,299.50,290.00,291.45,292.723579230309753391,375008,4390,109773684.00,140568,37.48,9.50,-7.95
4-April-2013,307.50,308.90,299.00,299.80,303.047517147553993537,211692,3668,64152735.00,72759,34.37,9.90,-7.70
3-April-2013,307.25,309.25,304.50,307.85,306.494449890524017210,170357,2691,52213475.00,49035,28.78,4.75,0.60
2-April-2013,307.00,309.70,304.35,307.10,306.310518148234615543,145634,2156,44609226.00,53787,36.93,5.35,0.10
1-April-2013,309.00,309.95,305.05,306.45,306.546938255076344394,250968,1665,76933472.00,133127,53.05,4.90,-2.55
28-March-2013,306.50,310.00,304.70,309.10,307.331606450258240111,757241,2898,232724093.00,600482,79.30,5.30,2.60
26-March-2013,303.50,307.70,302.00,306.10,306.484402931988989577,323330,2623,99095602.00,139680,43.20,5.70,2.60
25-March-2013,306.00,307.75,301.00,302.25,303.038394275031660200,298482,2538,90451506.00,171123,57.33,6.75,-3.75
