Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,247.55,252.45,247.50,249.75,250.667934892738722788,1781491,21107,446562670.00,785890,44.11,4.95,2.20
29-December-2016,248.00,248.90,245.75,247.55,247.419667252340708586,754686,7137,186724159.00,215362,28.54,3.15,-0.45
28-December-2016,249.65,252.35,246.70,247.25,249.416077538086129721,1331062,11962,331988263.00,372486,27.98,5.65,-2.40
27-December-2016,243.60,249.90,243.10,248.70,245.730626382529380171,878824,9306,215953972.00,183787,20.91,6.80,5.10
26-December-2016,248.75,248.75,243.70,244.10,245.420011562497601804,781838,8600,191878691.00,226477,28.97,5.05,-4.65
23-December-2016,249.95,251.70,248.05,249.25,249.914146729816891335,889308,8392,222250650.00,193283,21.73,3.65,-0.70
22-December-2016,254.00,254.25,248.45,249.75,250.393641351212867265,2080442,11844,520929448.00,1089394,52.36,5.80,-4.25
21-December-2016,256.55,257.95,254.15,255.15,255.981276409824298598,801075,7665,205060201.00,158371,19.77,3.80,-1.40
20-December-2016,261.25,262.95,253.25,254.55,255.961808804158878536,1467511,13511,375626770.00,387291,26.39,9.70,-6.70
19-December-2016,263.05,264.40,260.85,261.40,262.465027187786739215,560178,5738,147027134.00,214744,38.33,3.55,-1.65
16-December-2016,265.70,268.25,263.25,264.75,264.640672501038341209,813798,10196,215364050.00,258653,31.78,5.00,-0.95
15-December-2016,259.35,267.50,259.25,265.00,264.928429376855915392,1578399,15614,418162768.00,374754,23.74,8.25,5.65
14-December-2016,265.50,266.20,262.20,262.70,263.685362539474843044,794810,8567,209579763.00,271657,34.18,4.00,-2.80
13-December-2016,264.85,266.25,261.80,265.50,264.176592394076545029,988072,8921,261025494.00,216307,21.89,4.45,0.65
12-December-2016,269.45,269.45,262.40,263.40,266.331028150359434780,1599873,11672,426095821.00,506713,31.67,7.05,-6.05
9-December-2016,260.95,266.50,258.70,266.00,264.386169912715460096,2130847,14473,563366477.00,816321,38.31,7.80,5.05
8-December-2016,258.75,260.50,258.05,259.75,259.319659427976194256,944646,7081,244965279.00,265930,28.15,2.45,1.00
7-December-2016,260.05,262.50,252.00,255.35,258.358936083942000906,2725215,21692,704083648.00,582830,21.39,10.50,-4.70
6-December-2016,258.80,260.00,256.45,259.15,258.691612042587873897,1242889,8382,321524959.00,360654,29.02,3.55,0.35
5-December-2016,254.50,257.30,253.30,256.70,255.688840348884356848,993911,8015,254131951.00,301606,30.35,4.00,2.20
2-December-2016,253.30,261.25,253.00,254.40,256.116731905041989961,2128604,17524,545171100.00,318806,14.98,8.25,1.10
1-December-2016,259.90,260.95,254.75,255.75,256.915038030556533990,1453568,10786,373443478.00,380543,26.18,6.20,-4.15
30-November-2016,254.40,259.90,252.75,258.40,256.479530529551488053,1653267,11570,424029144.00,491255,29.71,7.15,4.00
29-November-2016,254.60,256.50,252.10,252.95,254.615088030946000544,1185549,10507,301858663.00,330008,27.84,4.40,-1.65
28-November-2016,253.70,257.70,248.20,253.60,254.558737491699297016,2096208,20610,533608062.00,505439,24.11,9.50,-0.10
25-November-2016,263.80,264.65,258.60,260.95,261.246462504473690234,1791027,13110,467899468.00,407888,22.77,6.05,-2.85
24-November-2016,258.40,262.90,254.65,261.70,260.364823347078090492,1900846,15643,494913433.00,380318,20.01,8.25,3.30
23-November-2016,260.80,260.80,254.90,258.75,257.927189493943574262,1559253,11409,402173744.00,239375,15.35,5.90,-2.05
22-November-2016,261.50,262.40,251.45,257.40,256.457214042018315676,2450360,21976,628412499.00,345863,14.11,10.95,-4.10
21-November-2016,276.30,277.80,256.25,257.75,264.545423342697580226,2569703,21241,679803168.00,608207,23.67,21.55,-18.55
18-November-2016,278.40,279.95,274.75,275.70,277.017242220245334373,1886242,15938,522521557.00,522323,27.69,5.20,-2.70
17-November-2016,277.25,282.40,276.00,277.65,279.274896748293725301,3027795,21875,845587136.00,1004903,33.19,6.40,0.40
16-November-2016,283.40,285.00,276.10,277.15,278.781350077268133630,2460911,20783,686056091.00,691839,28.11,8.90,-6.25
15-November-2016,275.95,283.35,271.00,278.10,277.398727055021668742,5272341,30962,1462540682.00,2175110,41.26,12.35,2.15
11-November-2016,278.95,288.50,270.70,272.90,278.112596516323469202,5886310,47654,1637056958.00,804539,13.67,17.80,-6.05
10-November-2016,267.00,283.90,265.30,281.60,278.212675842252148333,5967067,52446,1660113677.00,1504529,25.21,18.60,14.60
9-November-2016,239.50,261.00,231.00,259.75,251.566307049205346740,4029745,32037,1013748068.00,631466,15.67,30.00,20.25
8-November-2016,254.00,254.00,248.90,252.60,251.336644671677637783,758203,7188,190564198.00,209702,27.66,5.10,-1.40
7-November-2016,248.00,254.00,245.75,252.70,250.531144802179011662,1120508,10457,280722152.00,332690,29.69,8.25,4.70
4-November-2016,246.20,248.50,240.55,242.85,243.338377086303782605,1192300,10802,290132347.00,256499,21.51,7.95,-3.35
3-November-2016,250.90,252.80,245.00,245.65,248.769832693032307686,1287155,12070,320205334.00,418710,32.53,7.80,-5.25
2-November-2016,254.40,255.50,247.00,251.30,252.129961453493085015,1073249,9407,270598229.00,291571,27.17,8.50,-3.10
1-November-2016,257.50,260.10,256.85,258.40,258.656377830348372725,2395509,10980,619613681.00,1037003,43.29,3.25,0.90
30-October-2016,259.30,260.00,257.00,257.85,258.296291470120664043,306968,3690,79288696.00,100942,32.88,3.00,-1.45
28-October-2016,256.65,258.55,253.70,257.85,256.948231682816133218,2277165,10260,585113520.00,1088204,47.79,4.85,1.20
27-October-2016,259.00,259.00,254.40,255.05,255.440452255336240444,2609234,12289,666503913.00,1477731,56.63,4.60,-3.95
26-October-2016,261.30,264.75,257.00,259.05,260.974628641587706124,1397639,10618,364748319.00,508241,36.36,7.75,-2.25
25-October-2016,264.00,264.65,260.75,261.30,261.742094719033161016,2362503,10081,618366484.00,1392960,58.96,3.90,-2.70
24-October-2016,259.90,264.75,258.00,262.85,262.523611948164377217,4163083,14273,1092907586.00,2547793,61.20,6.75,2.95
21-October-2016,260.00,260.00,255.75,258.40,257.455361605822958741,1880556,8348,484159225.00,671403,35.70,4.25,-1.60
20-October-2016,255.05,260.40,255.05,259.95,259.227803525110595441,3227303,16134,836606668.00,1287807,39.90,5.35,4.90
19-October-2016,257.30,257.95,254.30,254.80,255.419823847613335563,4161624,12316,1062961269.00,2201691,52.90,3.65,-2.50
18-October-2016,254.85,257.45,253.75,256.90,255.066315383542063334,4550935,13879,1160790222.00,2665897,58.58,3.70,2.05
17-October-2016,254.00,256.30,251.90,253.10,253.808559608225988581,3033994,15016,770053647.00,1347555,44.42,4.40,-0.90
14-October-2016,251.25,253.30,249.70,251.90,251.981069295828803991,3474567,14501,875525108.00,1724454,49.63,3.60,0.65
13-October-2016,255.40,255.40,246.10,249.70,249.776711014106658535,1557775,11343,389095916.00,507155,32.56,9.30,-5.70
10-October-2016,259.00,260.20,255.35,256.00,256.742434547145360919,2377551,10348,610418232.00,1320440,55.54,4.85,-3.00
7-October-2016,257.00,259.45,255.05,258.25,257.069737689824438795,3479926,15927,894583664.00,1664061,47.82,4.40,1.25
6-October-2016,261.70,261.90,255.80,256.85,259.182046616288738090,1416758,10342,367198238.00,400339,28.26,6.10,-4.85
5-October-2016,262.05,264.60,259.65,260.55,262.274585355581404676,3191168,19519,836962264.00,1383272,43.35,4.95,-1.50
5-October-2016,262.05,264.60,259.65,260.55,262.274585355581404676,3191168,19519,836962264.00,1383272,43.35,4.95,-1.50
4-October-2016,256.40,261.50,253.85,259.25,257.439600695559101955,5202146,23536,1339238389.00,1833937,35.25,7.65,2.85
3-October-2016,252.60,257.00,252.60,255.20,255.139763718925575309,2078880,12087,530404952.00,1030751,49.58,4.40,2.60
