"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","30-Sep-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","84.5","0","0","0","0","0","8611.15"
"NIFTY","03-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","124.1","0","0","0","0","0","8738.1"
"NIFTY","04-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","119.55","0","0","0","0","0","8769.15"
"NIFTY","05-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","103.6","0","0","0","0","0","8743.95"
"NIFTY","06-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","90.15","0","0","0","0","0","8709.55"
"NIFTY","07-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","79.3","0","0","0","0","0","8697.6"
"NIFTY","10-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","71.15","0","0","0","0","0","8708.8"
"NIFTY","13-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","77.1","0","0","0","0","0","8573.35"
"NIFTY","14-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","69.85","0","0","0","0","0","8583.4"
"NIFTY","17-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","60.15","0","0","0","0","0","8520.4"
"NIFTY","18-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","115.45","0","0","0","0","0","8677.9"
"NIFTY","19-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","102.2","0","0","0","0","0","8659.1"
"NIFTY","20-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","100.4","0","0","0","0","0","8699.4"
"NIFTY","21-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","89.7","0","0","0","0","0","8693.05"
"NIFTY","24-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","81.75","0","0","0","0","0","8708.95"
"NIFTY","25-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","71.25","0","0","0","0","0","8691.3"
"NIFTY","26-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","63.75","0","0","0","0","0","8615.25"
"NIFTY","27-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","56.3","0","0","0","0","0","8615.25"
"NIFTY","28-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","52.55","0","0","0","0","0","8638"
"NIFTY","30-Oct-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","44.75","0","0","0","0","0","8625.7"
"NIFTY","01-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","38.55","0","0","0","0","0","-"
"NIFTY","02-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","41.2","0","0","0","0","0","-"
"NIFTY","03-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","34.6","0","0","0","0","0","-"
"NIFTY","04-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","29.55","0","0","0","0","0","8433.75"
"NIFTY","07-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","33.15","0","0","0","0","0","8497.05"
"NIFTY","08-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","34.25","0","0","0","0","0","8543.55"
"NIFTY","09-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","36.3","0","0","0","0","0","8432"
"NIFTY","10-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","49.4","0","0","0","0","0","8525.75"
"NIFTY","11-Nov-2016","28-Sep-2017","CE","11000","0","0","0","90.85","0","88.2","0","0","0","0","0","8296.3"
"NIFTY","15-Nov-2016","28-Sep-2017","CE","11000","39.95","39.95","39.95","39.95","39.95","39.95","10","82.8",".3","750","750","8108.45"
"NIFTY","16-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","85.7","0","0","0","750","0","8111.6"
"NIFTY","17-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","73.25","0","0","0","750","0","8079.95"
"NIFTY","18-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","63.7","0","0","0","750","0","8074.1"
"NIFTY","21-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","63","0","0","0","750","0","7929.1"
"NIFTY","22-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","67.1","0","0","0","750","0","8002.3"
"NIFTY","23-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","62.25","0","0","0","750","0","8033.3"
"NIFTY","24-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","52.95","0","0","0","750","0","7965.5"
"NIFTY","25-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","83.45","0","0","0","750","0","8114.3"
"NIFTY","28-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","74.35","0","0","0","750","0","8126.9"
"NIFTY","29-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","67.05","0","0","0","750","0","8142.15"
"NIFTY","30-Nov-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","74.6","0","0","0","750","0","8224.5"
"NIFTY","01-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","63.5","0","0","0","750","0","8192.9"
"NIFTY","02-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","57.35","0","0","0","750","0","8086.8"
"NIFTY","05-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","54.15","0","0","0","750","0","8128.75"
"NIFTY","06-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","48.6","0","0","0","750","0","8143.15"
"NIFTY","07-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","40.5","0","0","0","750","0","8102.05"
"NIFTY","08-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","68.45","0","0","0","750","0","8246.85"
"NIFTY","09-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","61.65","0","0","0","750","0","8261.75"
"NIFTY","12-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","53.3","0","0","0","750","0","8170.8"
"NIFTY","13-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","52.8","0","0","0","750","0","8221.8"
"NIFTY","14-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","44","0","0","0","750","0","8182.45"
"NIFTY","15-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","36.7","0","0","0","750","0","8153.6"
"NIFTY","16-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","30.65","0","0","0","750","0","8139.45"
"NIFTY","19-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","24.45","0","0","0","750","0","8104.35"
"NIFTY","20-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","19.9","0","0","0","750","0","8082.4"
"NIFTY","21-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","16.05","0","0","0","750","0","8061.3"
"NIFTY","22-Dec-2016","28-Sep-2017","CE","11000","0","0","0","39.95","39.95","14.25","0","0","0","750","0","7979.1"
