"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","29-Mar-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","463.5","0","0","0","200","0","7597"
"NIFTY","30-Mar-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","556.6","0","0","0","200","0","7735.2"
"NIFTY","31-Mar-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","524.85","0","0","0","200","0","7738.4"
"NIFTY","01-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","490.65","0","0","0","200","0","7713.05"
"NIFTY","04-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","459","0","0","0","200","0","7758.8"
"NIFTY","05-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","449.5","0","0","0","200","0","7603.2"
"NIFTY","06-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","427.5","0","0","0","200","0","7614.35"
"NIFTY","07-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","395.45","0","0","0","200","0","7546.45"
"NIFTY","08-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","374.75","0","0","0","200","0","7555.2"
"NIFTY","11-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","433.95","0","0","0","200","0","7671.4"
"NIFTY","12-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","427.45","0","0","0","200","0","7708.95"
"NIFTY","13-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","522.8","0","0","0","200","0","7850.45"
"NIFTY","18-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","530.7","0","0","0","200","0","7914.7"
"NIFTY","20-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","502.2","0","0","0","200","0","7914.75"
"NIFTY","21-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","476.55","0","0","0","200","0","7912.05"
"NIFTY","22-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","447.6","0","0","0","200","0","7899.3"
"NIFTY","25-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","412.4","0","0","0","200","0","7855.05"
"NIFTY","26-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","472.75","0","0","0","200","0","7962.65"
"NIFTY","27-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","456.2","0","0","0","200","0","7979.9"
"NIFTY","28-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","444.95","0","0","0","200","0","7847.25"
"NIFTY","29-Apr-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","422.35","0","0","0","200","0","7849.8"
"NIFTY","02-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","389","0","0","0","200","0","7805.9"
"NIFTY","03-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","360.35","0","0","0","200","0","7747"
"NIFTY","04-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","332.3","0","0","0","200","0","7706.55"
"NIFTY","05-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","322.55","0","0","0","200","0","7735.5"
"NIFTY","06-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","301.35","0","0","0","200","0","7733.45"
"NIFTY","09-May-2016","28-Dec-2017","CE","10000","0","0","0","1202.55","1202.55","386.95","0","0","0","200","0","7866.05"
