Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-October-2012,2000.00,2000.00,1939.95,1955.80,1964.398910605575136174,3121,512,6130889.00,2508,80.36,60.05,-44.20
3-October-2012,2011.00,2016.00,1971.60,1982.20,1999.603234190008663008,3463,273,6924626.00,2609,75.34,44.40,-28.80
1-October-2012,1977.00,2005.00,1971.00,1998.50,1990.118245888801879404,1277,229,2541381.00,789,61.79,34.00,21.50
28-September-2012,1949.00,1990.00,1933.00,1977.05,1966.430991217063989962,4782,411,9403473.00,3191,66.73,57.00,28.05
27-September-2012,2013.00,2013.00,1950.65,1963.25,1978.678963548528765920,4554,525,9010904.00,2549,55.97,62.35,-49.75
26-September-2012,1992.50,2008.75,1990.00,2000.45,1999.635936370209689081,2766,282,5530993.00,1882,68.04,18.75,7.95
25-September-2012,1988.30,2002.00,1975.00,1993.15,1983.976149176062445793,2306,267,4575049.00,1218,52.82,27.00,4.85
24-September-2012,1960.30,1993.55,1960.00,1984.95,1983.024331734064427690,2918,424,5786465.00,1868,64.02,33.55,24.65
21-September-2012,1997.95,1999.00,1966.00,1974.15,1979.969076655052264808,4592,691,9092018.00,2865,62.39,33.00,-23.80
20-September-2012,1991.00,2020.25,1972.00,1979.55,1991.029260780287474332,1948,297,3878525.00,1162,59.65,48.25,-11.45
18-September-2012,2013.00,2031.00,1992.00,1999.85,2013.393959959280624363,2947,434,5933472.00,1702,57.75,39.00,-13.15
17-September-2012,2056.35,2160.00,2005.00,2011.20,2037.706493506493506493,5775,698,11767755.00,3491,60.45,155.00,-45.15
14-September-2012,2134.05,2136.25,2085.00,2089.95,2110.677718360071301247,5610,569,11840902.00,3677,65.54,51.25,-44.10
13-September-2012,2183.90,2183.90,2118.00,2120.90,2140.486418193303853442,1583,330,3388390.00,815,51.48,65.90,-63.00
12-September-2012,2240.00,2280.00,2160.10,2176.55,2238.903419651955617562,228649,987,511923028.00,223644,97.81,119.90,-63.45
11-September-2012,2212.00,2274.00,2202.00,2239.90,2240.012602270904261956,224404,672,502667788.00,220791,98.39,72.00,27.90
10-September-2012,2107.65,2222.00,2095.00,2186.45,2158.489974937343358395,3192,568,6889900.00,1727,54.10,127.00,78.80
8-September-2012,2092.00,2115.00,2092.00,2107.65,2102.118055555555555555,144,23,302705.00,88,61.11,23.00,15.65
7-September-2012,2122.00,2122.00,2085.05,2092.85,2097.253507014028056112,998,195,2093059.00,615,61.62,36.95,-29.15
6-September-2012,2100.00,2110.00,2093.35,2102.20,2103.210144927536231884,690,90,1451215.00,391,56.67,16.65,2.20
5-September-2012,2102.00,2110.00,2084.05,2093.50,2092.897012578616352201,1272,216,2662165.00,766,60.22,25.95,-8.50
4-September-2012,2100.00,2116.30,2087.00,2095.50,2098.222591362126245847,602,158,1263130.00,399,66.28,29.30,-4.50
