Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-June-2015,114.00,114.90,102.90,110.30,110.785192064672555884,4134675,16235,458060764.00,1767142,42.74,12.00,-3.70
2-June-2015,119.00,119.40,111.35,113.10,115.739249886041194782,1131988,7830,131015442.00,255360,22.56,8.05,-5.90
1-June-2015,118.20,121.95,117.60,118.20,119.772360204987646695,828928,5179,99282663.00,130989,15.80,4.35,0.00
29-May-2015,120.00,121.40,115.40,117.85,118.873362924964199091,1584457,8021,188349732.00,704895,44.49,6.00,-2.15
28-May-2015,119.70,120.00,116.75,119.15,118.360501690369884313,560824,4058,66379410.00,94085,16.78,3.25,-0.55
27-May-2015,116.50,120.90,115.20,119.30,118.661521950320432824,1041716,7580,123611606.00,125227,12.02,5.70,2.80
26-May-2015,122.95,123.00,116.65,117.10,118.801430974897201824,987858,7619,117358944.00,240336,24.33,6.35,-5.85
25-May-2015,123.15,124.85,121.05,121.70,122.606380389721555529,714972,4909,87660129.00,177185,24.78,3.80,-1.45
22-May-2015,124.50,125.65,122.25,123.20,123.778294960903562119,920800,6380,113975054.00,296306,32.18,3.40,-1.30
21-May-2015,123.00,125.90,122.10,124.25,124.162787411027073042,1202894,9235,149354672.00,288193,23.96,3.80,1.25
20-May-2015,125.70,127.00,121.60,123.35,123.996711810374739764,1475584,11446,182967564.00,252897,17.14,5.40,-2.35
19-May-2015,123.10,125.90,123.00,124.20,124.440403943819236991,648407,4136,80688029.00,117325,18.09,2.90,1.10
18-May-2015,125.00,126.40,120.65,122.70,123.350419678410181935,784291,5320,96742624.00,135120,17.23,5.75,-2.30
15-May-2015,127.00,127.15,124.30,124.85,125.444707984189319228,782509,5190,98161613.00,130250,16.65,2.85,-2.15
14-May-2015,124.90,127.50,122.40,126.95,125.695793154946854895,989649,7027,124394716.00,168040,16.98,5.10,2.05
13-May-2015,126.00,127.85,124.00,125.00,125.677386149431107155,1076389,7878,135277756.00,185044,17.19,3.85,-1.00
